time,Fx,Fy,Fz,Mx,My,Mz,ankle_bushing_r_MX,ankle_bushing_r_MY,ankle_bushing_r_MZ,brace_bushing_r_MX,brace_bushing_r_MY,brace_bushing_r_MZ,ankle_angle_r_q,subtalar_angle_r_q,ankle_angle_r_u,subtalar_angle_r_u,tibia_r_X,tibia_r_Y,tibia_r_Z,tibia_r_Ox,tibia_r_Oy,tibia_r_Oz,calcn_r_X,calcn_r_Y,calcn_r_Z,calcn_r_Ox,calcn_r_Oy,calcn_r_Oz,talus_r_X,talus_r_Y,talus_r_Z,talus_r_Ox,talus_r_Oy,talus_r_Oz
0.111 sec,9.683,90.268,17.052,5.468,-4.64,22.082,1.328,-1.115,5.315,2.656,-2.229,10.63,23.359,17.557,-206.694,199.951,-0.214,0.33,0.403,4.924,4.759,-37.832,-0.326,0.094,0.393,17.279,8.5,-18.383,-0.374,0.122,0.399,0.944,2.216,-14.705
0.112 sec,9.647,88.331,16.014,5.425,-4.391,21.589,1.35,-1.108,5.181,2.7,-2.215,10.362,23.155,17.75,-212.913,198.569,-0.212,0.331,0.404,4.92,4.746,-38.048,-0.326,0.095,0.393,17.524,8.474,-18.846,-0.373,0.123,0.4,0.961,2.246,-15.122
0.113 sec,9.518,86.213,14.844,5.383,-4.105,21.043,1.376,-1.1,5.029,2.752,-2.199,10.057,22.919,17.966,-219.772,196.802,-0.21,0.331,0.405,4.916,4.731,-38.286,-0.325,0.096,0.394,17.8,8.439,-19.369,-0.372,0.125,0.4,0.982,2.28,-15.593
0.114 sec,9.327,84.309,13.763,5.348,-3.835,20.546,1.401,-1.093,4.89,2.802,-2.185,9.781,22.701,18.158,-225.774,195.005,-0.208,0.332,0.405,4.913,4.717,-38.496,-0.324,0.097,0.394,18.048,8.404,-19.837,-0.371,0.126,0.401,1.002,2.311,-16.017
0.115 sec,9.088,82.38,12.624,5.317,-3.55,20.04,1.428,-1.085,4.75,2.856,-2.171,9.5,22.476,18.349,-231.682,192.97,-0.207,0.333,0.406,4.91,4.703,-38.701,-0.324,0.098,0.395,18.296,8.365,-20.308,-0.371,0.127,0.402,1.024,2.342,-16.444
0.116 sec,8.823,80.499,11.471,5.292,-3.261,19.544,1.455,-1.079,4.613,2.911,-2.157,9.225,22.251,18.532,-237.328,190.774,-0.205,0.333,0.406,4.907,4.69,-38.897,-0.323,0.098,0.395,18.538,8.323,-20.767,-0.37,0.128,0.402,1.047,2.373,-16.861
0.117 sec,8.52,78.616,10.275,5.271,-2.959,19.044,1.484,-1.072,4.474,2.969,-2.144,8.947,22.021,18.714,-242.875,188.327,-0.203,0.334,0.407,4.904,4.676,-39.09,-0.322,0.099,0.396,18.78,8.276,-21.228,-0.369,0.129,0.403,1.071,2.403,-17.281
0.118 sec,8.146,76.569,8.926,5.255,-2.618,18.498,1.518,-1.065,4.321,3.035,-2.13,8.642,21.762,18.911,-248.809,185.364,-0.202,0.334,0.408,4.901,4.661,-39.296,-0.321,0.1,0.396,19.043,8.221,-21.732,-0.368,0.13,0.404,1.1,2.436,-17.742
0.119 sec,7.718,74.513,7.518,5.245,-2.26,17.945,1.553,-1.059,4.166,3.107,-2.117,8.331,21.494,19.107,-254.679,182.028,-0.2,0.335,0.408,4.899,4.645,-39.499,-0.321,0.101,0.397,19.309,8.16,-22.242,-0.367,0.132,0.405,1.131,2.47,-18.21
0.12 sec,7.255,72.545,6.117,5.242,-1.903,17.41,1.59,-1.053,4.014,3.179,-2.105,8.029,21.227,19.293,-260.217,178.451,-0.198,0.336,0.409,4.897,4.63,-39.692,-0.32,0.102,0.397,19.565,8.096,-22.737,-0.366,0.133,0.405,1.163,2.502,-18.665
0.121 sec,6.799,70.798,4.83,5.246,-1.573,16.931,1.624,-1.048,3.878,3.247,-2.096,7.757,20.983,19.458,-265.068,174.93,-0.197,0.336,0.41,4.895,4.616,-39.861,-0.319,0.103,0.398,19.793,8.034,-23.181,-0.365,0.134,0.406,1.193,2.531,-19.075
0.122 sec,6.305,69.079,3.518,5.256,-1.236,16.455,1.659,-1.044,3.743,3.318,-2.087,7.485,20.734,19.619,-269.779,171.089,-0.195,0.337,0.41,4.895,4.602,-40.026,-0.319,0.103,0.398,20.02,7.969,-23.624,-0.364,0.135,0.407,1.226,2.56,-19.486
0.123 sec,5.713,67.209,2.04,5.274,-0.854,15.932,1.7,-1.04,3.592,3.4,-2.079,7.184,20.452,19.793,-274.851,166.445,-0.193,0.338,0.411,4.894,4.586,-40.204,-0.318,0.104,0.399,20.269,7.892,-24.115,-0.363,0.136,0.407,1.264,2.592,-19.943
0.124 sec,5.069,65.397,0.551,5.301,-0.467,15.416,1.742,-1.037,3.442,3.484,-2.073,6.884,20.165,19.963,-279.734,161.375,-0.192,0.338,0.411,4.895,4.57,-40.378,-0.317,0.105,0.399,20.515,7.811,-24.604,-0.362,0.137,0.408,1.304,2.623,-20.4
0.125 sec,4.378,63.63,-0.953,5.336,-0.074,14.907,1.786,-1.034,3.293,3.572,-2.069,6.585,19.874,20.127,-284.42,155.854,-0.19,0.339,0.412,4.897,4.554,-40.547,-0.316,0.106,0.4,20.757,7.725,-25.091,-0.36,0.139,0.409,1.347,2.654,-20.857
0.126 sec,3.655,61.898,-2.476,5.377,0.324,14.402,1.831,-1.033,3.145,3.661,-2.066,6.289,19.577,20.285,-288.906,149.853,-0.188,0.34,0.413,4.899,4.537,-40.711,-0.315,0.107,0.401,20.995,7.634,-25.575,-0.359,0.14,0.409,1.392,2.685,-21.314
0.127 sec,2.984,60.373,-3.861,5.421,0.686,13.952,1.872,-1.033,3.012,3.744,-2.065,6.025,19.306,20.422,-292.773,144.029,-0.187,0.34,0.413,4.903,4.522,-40.855,-0.315,0.107,0.401,21.205,7.549,-26.009,-0.358,0.141,0.41,1.434,2.712,-21.725
0.128 sec,2.294,58.887,-5.255,5.471,1.051,13.509,1.914,-1.033,2.881,3.828,-2.067,5.763,19.032,20.553,-296.465,137.761,-0.185,0.341,0.414,4.907,4.507,-40.995,-0.314,0.108,0.401,21.411,7.461,-26.44,-0.357,0.142,0.41,1.479,2.739,-22.136
0.129 sec,1.51,57.277,-6.808,5.533,1.457,13.025,1.962,-1.035,2.737,3.923,-2.07,5.475,18.723,20.692,-300.367,130.279,-0.184,0.341,0.415,4.914,4.49,-41.145,-0.313,0.109,0.402,21.635,7.358,-26.916,-0.356,0.143,0.411,1.532,2.768,-22.592
0.13 sec,0.702,55.696,-8.322,5.595,1.853,12.543,2.01,-1.038,2.596,4.019,-2.076,5.191,18.411,20.823,-304.06,122.185,-0.182,0.342,0.415,4.922,4.473,-41.291,-0.312,0.11,0.402,21.853,7.251,-27.388,-0.355,0.144,0.412,1.587,2.796,-23.047
0.131 sec,-0.065,54.261,-9.686,5.654,2.212,12.101,2.054,-1.042,2.466,4.109,-2.083,4.932,18.118,20.936,-307.306,114.086,-0.181,0.343,0.416,4.931,4.456,-41.423,-0.312,0.11,0.403,22.049,7.149,-27.822,-0.354,0.145,0.412,1.64,2.822,-23.468
0.132 sec,-0.824,52.762,-10.868,5.691,2.526,11.644,2.099,-1.046,2.338,4.199,-2.093,4.675,17.82,21.042,-310.43,105.103,-0.179,0.343,0.416,4.942,4.44,-41.551,-0.311,0.111,0.403,22.239,7.043,-28.255,-0.353,0.146,0.413,1.697,2.848,-23.891
0.133 sec,-1.639,51.199,-12.06,5.728,2.844,11.161,2.148,-1.053,2.201,4.296,-2.105,4.402,17.492,21.146,-313.679,94.26,-0.178,0.344,0.417,4.956,4.422,-41.685,-0.31,0.112,0.404,22.438,6.924,-28.722,-0.352,0.147,0.413,1.762,2.875,-24.349
0.134 sec,-2.371,49.499,-12.647,5.687,3.02,10.658,2.194,-1.059,2.074,4.387,-2.119,4.147,17.178,21.235,-316.69,82.39,-0.176,0.345,0.418,4.971,4.404,-41.809,-0.309,0.113,0.404,22.618,6.807,-29.161,-0.351,0.148,0.414,1.827,2.901,-24.784
0.135 sec,-2.958,47.535,-12.827,5.579,3.095,10.112,2.239,-1.067,1.945,4.478,-2.135,3.891,16.851,21.312,-319.837,67.662,-0.175,0.346,0.418,4.989,4.386,-41.932,-0.309,0.113,0.405,22.793,6.682,-29.609,-0.35,0.149,0.415,1.897,2.926,-25.231
0.136 sec,-3.397,45.47,-12.829,5.44,3.119,9.562,2.282,-1.076,1.82,4.565,-2.152,3.64,16.517,21.373,-323.077,49.92,-0.173,0.346,0.419,5.01,4.367,-42.052,-0.308,0.114,0.405,22.955,6.554,-30.055,-0.349,0.151,0.415,1.972,2.951,-25.681
0.137 sec,-3.702,43.507,-12.86,5.307,3.141,9.055,2.32,-1.085,1.705,4.641,-2.17,3.411,16.199,21.413,-326.207,30.12,-0.172,0.347,0.419,5.033,4.349,-42.161,-0.307,0.115,0.406,23.092,6.428,-30.471,-0.348,0.152,0.416,2.046,2.975,-26.106
0.138 sec,-3.925,41.501,-12.943,5.175,3.166,8.55,2.355,-1.094,1.591,4.711,-2.189,3.182,15.866,21.432,-329.478,6.868,-0.17,0.348,0.42,5.059,4.331,-42.271,-0.306,0.116,0.406,23.216,6.295,-30.895,-0.347,0.153,0.416,2.128,2.998,-26.545
0.139 sec,-4.068,39.611,-13.063,5.054,3.193,8.083,2.384,-1.103,1.485,4.768,-2.207,2.969,15.538,21.426,-332.667,-18.372,-0.169,0.348,0.421,5.088,4.312,-42.373,-0.305,0.116,0.406,23.316,6.161,-31.302,-0.346,0.154,0.417,2.211,3.02,-26.971
0.14 sec,-4.152,37.768,-13.197,4.936,3.218,7.637,2.407,-1.112,1.383,4.814,-2.224,2.766,15.208,21.395,-335.84,-46.004,-0.168,0.349,0.421,5.121,4.294,-42.471,-0.305,0.117,0.407,23.393,6.025,-31.701,-0.345,0.155,0.417,2.298,3.042,-27.397
0.141 sec,-4.185,35.959,-13.338,4.82,3.239,7.206,2.423,-1.12,1.285,4.847,-2.239,2.57,14.866,21.333,-339.056,-76.54,-0.166,0.35,0.422,5.158,4.274,-42.568,-0.304,0.118,0.407,23.446,5.883,-32.103,-0.344,0.156,0.417,2.393,3.063,-27.832
0.142 sec,-4.181,34.257,-13.464,4.709,3.254,6.806,2.432,-1.126,1.195,4.864,-2.252,2.39,14.528,21.242,-342.17,-108.363,-0.165,0.35,0.422,5.198,4.256,-42.658,-0.303,0.118,0.408,23.471,5.742,-32.488,-0.342,0.157,0.418,2.49,3.084,-28.257
0.143 sec,-4.142,32.664,-13.547,4.6,3.257,6.438,2.432,-1.13,1.115,4.864,-2.261,2.23,14.204,21.124,-345.124,-140.321,-0.164,0.351,0.423,5.241,4.237,-42.741,-0.302,0.119,0.408,23.468,5.606,-32.848,-0.341,0.157,0.418,2.588,3.103,-28.661
0.144 sec,-4.064,30.966,-13.591,4.476,3.247,6.053,2.423,-1.133,1.034,4.847,-2.266,2.068,13.848,20.961,-348.387,-176.706,-0.162,0.352,0.423,5.291,4.218,-42.827,-0.302,0.12,0.408,23.434,5.457,-33.232,-0.34,0.158,0.419,2.7,3.124,-29.1
0.145 sec,-3.99,29.526,-13.65,4.375,3.241,5.725,2.406,-1.133,0.963,4.811,-2.266,1.925,13.501,20.768,-351.656,-213.047,-0.161,0.352,0.424,5.344,4.199,-42.906,-0.301,0.12,0.409,23.37,5.313,-33.594,-0.339,0.159,0.419,2.813,3.143,-29.522
0.146 sec,-3.967,28.351,-13.781,4.306,3.253,5.448,2.378,-1.13,0.895,4.755,-2.261,1.79,13.138,20.53,-355.16,-251.324,-0.16,0.353,0.424,5.404,4.18,-42.983,-0.3,0.121,0.409,23.27,5.164,-33.96,-0.338,0.16,0.419,2.935,3.163,-29.958
0.147 sec,-4.133,27.962,-14.205,4.343,3.343,5.314,2.341,-1.124,0.836,4.682,-2.249,1.672,12.783,20.262,-358.762,-288.048,-0.158,0.354,0.425,5.467,4.161,-43.053,-0.299,0.122,0.409,23.141,5.02,-34.308,-0.337,0.161,0.419,3.061,3.182,-30.38
0.148 sec,-4.677,28.867,-15.224,4.573,3.59,5.399,2.296,-1.115,0.782,4.592,-2.23,1.564,12.423,19.956,-362.567,-322.594,-0.157,0.354,0.425,5.535,4.143,-43.118,-0.298,0.122,0.41,22.979,4.878,-34.649,-0.336,0.162,0.42,3.192,3.201,-30.803
0.149 sec,-5.869,31.59,-17.132,5.084,4.076,5.771,2.244,-1.102,0.732,4.487,-2.204,1.465,12.056,19.616,-366.425,-352.452,-0.156,0.355,0.426,5.608,4.125,-43.177,-0.298,0.123,0.41,22.79,4.739,-34.984,-0.335,0.163,0.42,3.33,3.221,-31.225
0.15 sec,-6.764,33.654,-18.425,5.446,4.415,6.061,2.216,-1.095,0.71,4.432,-2.19,1.419,11.875,19.44,-368.266,-364.728,-0.155,0.355,0.426,5.645,4.117,-43.203,-0.297,0.123,0.41,22.689,4.672,-35.146,-0.335,0.163,0.42,3.4,3.23,-31.43
