time,Fx,Fy,Fz,Mx,My,Mz,ankle_bushing_r_MX,ankle_bushing_r_MY,ankle_bushing_r_MZ,brace_bushing_r_MX,brace_bushing_r_MY,brace_bushing_r_MZ,ankle_angle_r_q,subtalar_angle_r_q,ankle_angle_r_u,subtalar_angle_r_u,tibia_r_X,tibia_r_Y,tibia_r_Z,tibia_r_Ox,tibia_r_Oy,tibia_r_Oz,calcn_r_X,calcn_r_Y,calcn_r_Z,calcn_r_Ox,calcn_r_Oy,calcn_r_Oz,talus_r_X,talus_r_Y,talus_r_Z,talus_r_Ox,talus_r_Oy,talus_r_Oz
0.013 sec,0,0,0,0,0,0,0.425,0.219,-0.839,-0,-0,-0,-11.101,1.93,1657.442,81.474,-0.358,0.373,0.382,3.367,2.43,-3.54,-0.325,0.085,0.368,6.592,4.897,-14.867,-0.374,0.111,0.367,4.821,4.153,-14.494
0.014 sec,0,0,0,0,0,0,0.403,0.194,-0.736,-0,-0,-0,-9.435,2.008,1644.795,72.863,-0.358,0.371,0.382,3.381,2.628,-3.951,-0.326,0.084,0.368,6.433,4.914,-13.648,-0.376,0.109,0.367,4.608,4.101,-13.262
0.015 sec,0,0,0,0,0,0,0.38,0.17,-0.634,-0,-0,-0,-7.754,2.078,1631.884,64.526,-0.358,0.369,0.382,3.397,2.826,-4.365,-0.328,0.083,0.368,6.267,4.927,-12.415,-0.378,0.107,0.367,4.397,4.045,-12.017
0.016 sec,0,0,0,0,0,0,0.356,0.146,-0.524,-0,-0,-0,-5.991,2.144,1618.193,56.174,-0.359,0.367,0.381,3.415,3.034,-4.799,-0.33,0.082,0.369,6.089,4.935,-11.119,-0.381,0.105,0.367,4.181,3.982,-10.711
0.017 sec,0,0,0,0,0,0,0.334,0.122,-0.414,-0,-0,-0,-4.358,2.197,1605.375,48.801,-0.359,0.365,0.381,3.433,3.226,-5.199,-0.331,0.081,0.369,5.92,4.937,-9.916,-0.383,0.103,0.367,3.985,3.919,-9.501
0.018 sec,0,0,0,0,0,0,0.316,0.101,-0.304,-0,-0,-0,-2.876,2.239,1593.588,42.418,-0.359,0.363,0.381,3.451,3.4,-5.563,-0.333,0.08,0.369,5.763,4.935,-8.822,-0.385,0.101,0.367,3.812,3.86,-8.402
0.019 sec,0,0,0,0,0,0,0.297,0.077,-0.176,-0,-0,-0,-1.345,2.277,1581.221,36.129,-0.359,0.361,0.381,3.469,3.579,-5.938,-0.335,0.08,0.369,5.599,4.927,-7.69,-0.387,0.099,0.367,3.637,3.795,-7.266
0.02 sec,0,0,0,0,0,0,0.28,0.052,-0.021,-0,-0,-0,0.281,2.311,1567.824,29.783,-0.36,0.358,0.381,3.49,3.769,-6.336,-0.336,0.079,0.369,5.422,4.914,-6.487,-0.389,0.097,0.367,3.456,3.724,-6.059
0.021 sec,0,0,0,0,0,0,0.264,0.023,0.166,-0,-0,-0,1.976,2.34,1553.453,23.507,-0.36,0.356,0.381,3.513,3.967,-6.751,-0.338,0.078,0.369,5.236,4.894,-5.23,-0.391,0.095,0.367,3.272,3.646,-4.801
0.022 sec,0,0,0,0,0,0,0.253,-0.001,0.338,-0,-0,-0,3.327,2.358,1541.627,18.743,-0.36,0.354,0.38,3.532,4.124,-7.082,-0.339,0.077,0.369,5.086,4.874,-4.226,-0.392,0.093,0.367,3.129,3.581,-3.797
0.023 sec,0,0,0,0,0,0,0.244,-0.031,0.57,-0,-0,-0,4.922,2.375,1527.107,13.377,-0.36,0.352,0.38,3.556,4.31,-7.472,-0.341,0.076,0.369,4.908,4.845,-3.041,-0.394,0.091,0.367,2.965,3.502,-2.612
0.024 sec,0,0,0,0,0,0,0.238,-0.063,0.836,-0,-0,-0,6.509,2.386,1511.927,8.273,-0.361,0.35,0.38,3.581,4.495,-7.861,-0.343,0.075,0.369,4.73,4.81,-1.86,-0.396,0.089,0.367,2.806,3.421,-1.434
0.025 sec,0,0,0,0,0,0,0.238,-0.097,1.141,-0,-0,-0,8.1,2.392,1495.846,3.347,-0.361,0.347,0.38,3.606,4.68,-8.25,-0.344,0.074,0.369,4.552,4.77,-0.676,-0.398,0.087,0.367,2.652,3.338,-0.253
0.026 sec,0,0,0,0,0,0,0.242,-0.13,1.451,0,-0,-0,9.524,2.393,1480.484,-0.933,-0.361,0.345,0.38,3.631,4.846,-8.6,-0.346,0.073,0.37,4.392,4.729,0.385,-0.4,0.085,0.367,2.519,3.262,0.805
0.027 sec,0,0,0,0,0,0,0.252,-0.164,1.795,0,-0,-0,10.937,2.391,1464.24,-5.099,-0.361,0.343,0.38,3.655,5.01,-8.947,-0.348,0.072,0.37,4.234,4.683,1.437,-0.402,0.084,0.367,2.39,3.184,1.853
0.028 sec,0,0,0,0,0,0,0.268,-0.204,2.214,0,-0,-0,12.472,2.383,1445.19,-9.592,-0.362,0.341,0.379,3.683,5.189,-9.326,-0.349,0.071,0.37,4.062,4.629,2.58,-0.404,0.082,0.367,2.255,3.099,2.99
0.029 sec,0,0,0,0,0,0,0.291,-0.244,2.651,0,-0,-0,13.906,2.371,1425.854,-13.814,-0.362,0.339,0.379,3.71,5.358,-9.682,-0.351,0.07,0.37,3.903,4.574,3.648,-0.406,0.08,0.366,2.133,3.018,4.052
0.03 sec,0.535,0.917,-0.586,0.038,-0.011,0.018,0.32,-0.285,3.129,0,-0,-0,15.326,2.355,1405.069,-18.07,-0.362,0.336,0.379,3.738,5.525,-10.036,-0.353,0.069,0.37,3.745,4.514,4.704,-0.408,0.078,0.366,2.016,2.936,5.101
0.031 sec,112.832,192.734,-120.8,7.327,-2.144,3.447,0.353,-0.323,3.59,0,-0,-0,16.573,2.338,1386.042,-17.757,-0.362,0.334,0.379,3.764,5.671,-10.349,-0.354,0.069,0.37,3.609,4.457,5.629,-0.409,0.076,0.367,1.918,2.864,6.02
0.032 sec,591.346,1010.038,-552.322,35.744,-11.652,17.378,0.398,-0.37,4.155,0,-0,-0,17.973,2.331,1369.69,9.817,-0.362,0.332,0.379,3.802,5.814,-10.698,-0.356,0.068,0.37,3.475,4.378,6.669,-0.411,0.074,0.366,1.818,2.76,7.054
0.033 sec,1394.211,2532.762,-829.416,81.869,-33.118,41.872,0.45,-0.421,4.771,0,-0,-0,19.381,2.376,1357.395,92.578,-0.362,0.33,0.378,3.866,5.879,-11.037,-0.357,0.067,0.37,3.407,4.255,7.717,-0.412,0.072,0.366,1.75,2.574,8.103
0.034 sec,1563.987,3634.193,330.662,108.889,-72.555,49.263,0.499,-0.471,5.33,0,-0,-0,20.57,2.511,1289.899,205.82,-0.362,0.328,0.378,3.953,5.834,-11.312,-0.358,0.066,0.37,3.451,4.12,8.596,-0.413,0.07,0.365,1.727,2.317,8.996
0.035 sec,1809.954,4628.018,899.403,131.718,-100.736,54.224,0.565,-0.532,5.982,0,-0,-0,21.88,2.808,1041.074,322.785,-0.361,0.326,0.377,4.061,5.739,-11.662,-0.359,0.065,0.369,3.609,4.035,9.49,-0.414,0.069,0.364,1.715,1.988,9.929
0.036 sec,1745.758,4493.056,884.951,124.57,-97.481,51.895,0.619,-0.577,6.439,0,-0,-0,22.76,3.157,787.299,393.309,-0.36,0.325,0.377,4.137,5.66,-11.993,-0.359,0.064,0.368,3.815,4.075,9.972,-0.415,0.068,0.364,1.705,1.756,10.461
0.037 sec,1390.384,3590.153,713.929,97.217,-76.132,43.788,0.668,-0.615,6.779,0,-0,-0,23.41,3.561,559.747,441.183,-0.359,0.323,0.377,4.198,5.586,-12.35,-0.359,0.064,0.368,4.063,4.201,10.191,-0.415,0.067,0.364,1.695,1.573,10.742
0.038 sec,913.171,2357.967,484.077,62.924,-49.129,32.283,0.713,-0.647,7.022,0,-0,-0,23.886,4.033,381.611,477.154,-0.357,0.322,0.377,4.247,5.516,-12.751,-0.359,0.063,0.368,4.363,4.408,10.181,-0.415,0.066,0.364,1.682,1.431,10.805
0.039 sec,525.435,1363.244,301.482,36.016,-28.675,22.436,0.751,-0.672,7.173,0,-0,-0,24.204,4.518,267.405,498,-0.355,0.322,0.377,4.285,5.457,-13.155,-0.359,0.063,0.367,4.679,4.657,10.009,-0.415,0.066,0.364,1.668,1.329,10.713
0.04 sec,257.924,679.757,177.145,17.794,-15.016,15.121,0.786,-0.695,7.271,0,-0,-0,24.435,5.029,193.804,505.74,-0.353,0.321,0.377,4.316,5.404,-13.575,-0.359,0.062,0.367,5.019,4.942,9.728,-0.415,0.066,0.364,1.653,1.252,10.519
0.041 sec,131.509,344.861,106.809,9.127,-8.3,10.051,0.816,-0.715,7.33,0,-0,-0,24.598,5.517,145.447,504.926,-0.351,0.32,0.377,4.341,5.361,-13.976,-0.359,0.062,0.367,5.351,5.227,9.402,-0.414,0.065,0.364,1.637,1.196,10.278
0.042 sec,74.307,182.764,67.661,5.033,-5.054,6.412,0.846,-0.735,7.362,-0,-0,-0,24.724,6.036,100.691,499.166,-0.349,0.32,0.377,4.365,5.32,-14.403,-0.358,0.061,0.367,5.712,5.537,9.006,-0.414,0.065,0.364,1.621,1.151,9.976
0.043 sec,45.992,104.094,44.95,2.969,-3.309,4.179,0.873,-0.754,7.366,-0,-0,-0,24.807,6.556,56.199,490.59,-0.346,0.319,0.378,4.387,5.283,-14.832,-0.358,0.061,0.367,6.083,5.852,8.561,-0.413,0.065,0.364,1.606,1.119,9.628
0.044 sec,32.334,67.31,31.947,1.924,-2.373,2.877,0.896,-0.769,7.344,-0,-0,-0,24.841,7.033,13.852,481.201,-0.344,0.319,0.378,4.407,5.251,-15.229,-0.358,0.06,0.367,6.433,6.144,8.107,-0.413,0.065,0.365,1.594,1.1,9.265
0.045 sec,24.789,46.214,23.843,1.326,-1.803,2.037,0.916,-0.783,7.294,-0,-0,-0,24.833,7.513,-30.332,470.82,-0.342,0.318,0.378,4.426,5.221,-15.631,-0.357,0.06,0.367,6.798,6.438,7.603,-0.413,0.065,0.365,1.585,1.091,8.856
0.046 sec,18.932,31.529,17.757,0.904,-1.363,1.421,0.934,-0.794,7.222,-0,-0,-0,24.784,7.959,-72.702,460.71,-0.34,0.318,0.378,4.443,5.194,-16.008,-0.357,0.059,0.367,7.148,6.712,7.087,-0.412,0.065,0.365,1.579,1.092,8.431
0.047 sec,13.963,20.537,12.832,0.597,-1.01,0.953,0.949,-0.803,7.126,-0,-0,-0,24.696,8.386,-114.39,450.698,-0.338,0.317,0.378,4.46,5.169,-16.372,-0.356,0.059,0.367,7.497,6.972,6.548,-0.412,0.065,0.366,1.577,1.102,7.981
0.048 sec,9.324,11.816,8.381,0.358,-0.688,0.57,0.965,-0.81,6.989,-0,-0,-0,24.547,8.867,-162.459,439.18,-0.335,0.317,0.379,4.479,5.141,-16.786,-0.356,0.058,0.367,7.904,7.263,5.884,-0.411,0.065,0.366,1.579,1.123,7.422
0.049 sec,16.672,24.304,10.501,1.179,-1.945,3.646,0.979,-0.813,6.824,-0,-0,-0,24.348,9.331,-207.928,427.483,-0.333,0.316,0.379,4.498,5.115,-17.19,-0.355,0.058,0.367,8.317,7.541,5.181,-0.41,0.065,0.366,1.586,1.154,6.824
0.05 sec,-8.859,222.696,94.906,12.885,-19.072,46.905,0.991,-0.814,6.673,-0,-0,-0,24.156,9.721,-186.706,414.027,-0.331,0.316,0.379,4.514,5.092,-17.532,-0.355,0.057,0.367,8.674,7.768,4.561,-0.41,0.065,0.366,1.595,1.184,6.294
0.051 sec,-361.416,456.733,295.037,28.128,-45.543,104.494,1.004,-0.819,6.569,-0,-0,-0,24.046,10.111,-9.693,362.181,-0.329,0.315,0.379,4.531,5.067,-17.9,-0.354,0.057,0.367,9.023,7.98,3.997,-0.409,0.065,0.367,1.596,1.198,5.819
0.052 sec,-326.71,356.355,234.791,21.929,-35.155,82.744,1.019,-0.835,6.59,-0,-0,-0,24.137,10.42,185.085,297.685,-0.327,0.315,0.38,4.546,5.044,-18.265,-0.354,0.057,0.367,9.271,8.126,3.653,-0.409,0.066,0.367,1.579,1.177,5.543
0.053 sec,-144.268,162.583,99.248,9.913,-14.842,37.985,1.036,-0.862,6.725,-0,-0,-0,24.423,10.726,304.958,252.605,-0.325,0.315,0.38,4.563,5.016,-18.719,-0.354,0.057,0.367,9.483,8.247,3.418,-0.409,0.066,0.367,1.54,1.121,5.37
0.054 sec,-74.151,89.508,48.519,5.392,-7.173,21.075,1.049,-0.889,6.878,-0,-0,-0,24.72,10.951,332.599,236.306,-0.323,0.314,0.38,4.576,4.994,-19.099,-0.353,0.057,0.367,9.625,8.325,3.287,-0.408,0.066,0.368,1.501,1.065,5.283
0.055 sec,-47.511,62.685,29.263,3.73,-4.23,14.872,1.062,-0.916,7.042,-0,-0,-0,25.031,11.166,334.93,227.811,-0.321,0.314,0.38,4.59,4.973,-19.481,-0.353,0.057,0.368,9.756,8.396,3.169,-0.408,0.066,0.368,1.461,1.006,5.207
0.056 sec,-36.464,53.415,21.419,3.151,-3.021,12.719,1.076,-0.946,7.23,-0,-0,-0,25.378,11.402,327.208,222.551,-0.319,0.314,0.381,4.605,4.948,-19.911,-0.353,0.057,0.368,9.899,8.472,3.036,-0.408,0.067,0.369,1.415,0.942,5.118
0.057 sec,-31.495,50.943,18.411,2.997,-2.584,12.129,1.089,-0.977,7.415,-0,-0,-0,25.716,11.634,316.356,219.581,-0.317,0.313,0.381,4.619,4.925,-20.339,-0.353,0.057,0.368,10.042,8.546,2.895,-0.408,0.067,0.369,1.369,0.881,5.022
0.058 sec,-28.859,50.573,17.328,2.979,-2.465,12.028,1.1,-1.003,7.576,-0,-0,-0,26.007,11.838,305.95,217.994,-0.315,0.313,0.381,4.632,4.904,-20.719,-0.353,0.058,0.369,10.17,8.612,2.761,-0.408,0.067,0.369,1.329,0.829,4.929
0.059 sec,-26.855,50.717,16.837,2.996,-2.45,12.048,1.111,-1.03,7.737,-0,-0,-0,26.294,12.046,295.215,216.895,-0.313,0.313,0.382,4.645,4.883,-21.103,-0.352,0.058,0.369,10.302,8.678,2.618,-0.407,0.068,0.37,1.289,0.778,4.826
0.06 sec,-25.048,51.105,16.613,3.033,-2.485,12.128,1.123,-1.06,7.914,-0,-0,-0,26.605,12.279,283.143,216.004,-0.311,0.313,0.382,4.66,4.859,-21.535,-0.352,0.058,0.369,10.452,8.754,2.446,-0.407,0.068,0.37,1.245,0.723,4.701
0.061 sec,-23.55,51.597,16.557,3.077,-2.545,12.237,1.135,-1.089,8.084,-0,-0,-0,26.904,12.511,271.232,215.34,-0.309,0.312,0.382,4.674,4.837,-21.962,-0.352,0.059,0.37,10.605,8.829,2.265,-0.407,0.069,0.371,1.201,0.671,4.567
0.062 sec,-22.42,52.098,16.6,3.12,-2.61,12.352,1.144,-1.114,8.231,-0,-0,-0,27.16,12.718,260.748,214.894,-0.307,0.312,0.383,4.687,4.816,-22.342,-0.352,0.059,0.37,10.744,8.896,2.095,-0.407,0.069,0.371,1.163,0.628,4.438
0.063 sec,-21.427,52.596,16.686,3.164,-2.679,12.471,1.153,-1.138,8.373,-0,-0,-0,27.404,12.923,250.503,214.559,-0.305,0.312,0.383,4.699,4.797,-22.717,-0.352,0.059,0.37,10.884,8.963,1.918,-0.406,0.07,0.372,1.125,0.587,4.304
0.064 sec,-20.545,53.091,16.802,3.209,-2.751,12.593,1.162,-1.162,8.509,-0,-0,-0,27.638,13.127,240.488,214.319,-0.303,0.312,0.383,4.711,4.777,-23.088,-0.351,0.059,0.371,11.026,9.029,1.735,-0.406,0.07,0.372,1.089,0.548,4.163
0.065 sec,-19.665,53.697,16.98,3.262,-2.838,12.745,1.172,-1.189,8.658,-0,-0,-0,27.893,13.361,229.294,214.148,-0.301,0.312,0.384,4.725,4.755,-23.508,-0.351,0.06,0.371,11.19,9.105,1.516,-0.406,0.071,0.373,1.048,0.507,3.994
0.066 sec,-18.877,54.305,17.191,3.315,-2.929,12.901,1.181,-1.215,8.802,-0,-0,-0,28.14,13.596,218.269,214.063,-0.299,0.311,0.384,4.739,4.734,-23.93,-0.351,0.06,0.371,11.36,9.182,1.287,-0.406,0.071,0.373,1.007,0.468,3.815
0.067 sec,-18.26,54.811,17.383,3.361,-3.008,13.035,1.189,-1.236,8.921,-0,-0,-0,28.344,13.801,208.961,214.054,-0.298,0.311,0.385,4.75,4.715,-24.293,-0.351,0.061,0.372,11.509,9.248,1.08,-0.405,0.072,0.374,0.973,0.436,3.652
0.068 sec,-17.709,55.377,17.615,3.41,-3.094,13.187,1.196,-1.258,9.038,-0,-0,-0,28.543,14.01,199.68,214.097,-0.296,0.311,0.385,4.762,4.696,-24.662,-0.35,0.061,0.372,11.665,9.316,0.863,-0.405,0.072,0.374,0.938,0.406,3.48
0.069 sec,-17.231,55.936,17.865,3.458,-3.183,13.34,1.204,-1.279,9.149,-0,-0,-0,28.734,14.219,190.731,214.176,-0.294,0.311,0.385,4.774,4.678,-25.027,-0.35,0.061,0.372,11.823,9.383,0.639,-0.405,0.073,0.374,0.904,0.377,3.302
0.07 sec,-16.823,56.501,18.134,3.506,-3.272,13.494,1.211,-1.299,9.254,-0,-0,-0,28.914,14.426,182.147,214.279,-0.292,0.311,0.386,4.785,4.659,-25.387,-0.35,0.062,0.373,11.981,9.449,0.411,-0.405,0.073,0.375,0.871,0.351,3.12
0.071 sec,-16.451,57.026,18.398,3.551,-3.359,13.639,1.217,-1.318,9.355,-0,-0,-0,29.087,14.634,173.808,214.4,-0.29,0.311,0.386,4.796,4.641,-25.746,-0.35,0.062,0.373,12.144,9.515,0.175,-0.404,0.074,0.375,0.839,0.327,2.931
0.072 sec,-16.115,57.531,18.662,3.595,-3.444,13.778,1.224,-1.337,9.449,-0,-0,-0,29.251,14.842,165.798,214.536,-0.289,0.311,0.386,4.807,4.624,-26.1,-0.35,0.062,0.373,12.307,9.581,-0.064,-0.404,0.074,0.376,0.807,0.304,2.738
0.073 sec,-15.792,57.997,18.916,3.636,-3.527,13.908,1.231,-1.355,9.54,-0,-0,-0,29.41,15.052,157.938,214.691,-0.287,0.31,0.387,4.817,4.606,-26.457,-0.349,0.063,0.374,12.476,9.646,-0.313,-0.404,0.075,0.376,0.776,0.283,2.538
0.074 sec,-15.475,58.411,19.148,3.674,-3.604,14.026,1.237,-1.372,9.625,-0,-0,-0,29.56,15.261,150.374,214.861,-0.285,0.31,0.387,4.828,4.589,-26.809,-0.349,0.063,0.374,12.646,9.711,-0.565,-0.403,0.076,0.377,0.745,0.264,2.334
0.075 sec,-15.13,58.871,19.409,3.716,-3.691,14.154,1.244,-1.39,9.715,-0,-0,-0,29.721,15.498,142.103,215.077,-0.283,0.31,0.388,4.84,4.569,-27.203,-0.349,0.064,0.374,12.841,9.783,-0.856,-0.403,0.076,0.377,0.711,0.244,2.098
0.076 sec,-14.805,59.338,19.673,3.758,-3.778,14.284,1.251,-1.408,9.799,-0,-0,-0,29.873,15.734,134.16,215.31,-0.281,0.31,0.388,4.851,4.55,-27.592,-0.348,0.064,0.375,13.038,9.854,-1.151,-0.403,0.077,0.378,0.678,0.226,1.858
0.077 sec,-14.617,59.937,20.007,3.805,-3.874,14.445,1.257,-1.423,9.869,-0,-0,-0,30.002,15.946,127.377,215.522,-0.279,0.31,0.388,4.861,4.533,-27.939,-0.348,0.064,0.375,13.217,9.917,-1.421,-0.402,0.078,0.378,0.649,0.211,1.638
0.078 sec,-14.491,60.415,20.316,3.843,-3.959,14.571,1.262,-1.436,9.928,-0,-0,-0,30.113,16.139,121.528,215.687,-0.278,0.31,0.389,4.869,4.518,-28.252,-0.348,0.065,0.376,13.382,9.974,-1.67,-0.402,0.078,0.379,0.623,0.199,1.435
0.079 sec,-14.33,60.806,20.591,3.876,-4.037,14.674,1.269,-1.45,9.99,-0,-0,-0,30.231,16.355,115.261,215.845,-0.276,0.31,0.389,4.879,4.501,-28.599,-0.348,0.065,0.376,13.569,10.036,-1.952,-0.402,0.079,0.379,0.594,0.188,1.204
0.08 sec,-14.12,61.205,20.872,3.91,-4.118,14.775,1.276,-1.464,10.054,-0,-0,-0,30.356,16.596,108.516,216.014,-0.274,0.31,0.39,4.889,4.482,-28.983,-0.347,0.066,0.376,13.779,10.104,-2.271,-0.401,0.08,0.38,0.563,0.176,0.943
0.081 sec,-13.892,61.485,21.077,3.936,-4.181,14.844,1.282,-1.476,10.105,-0,-0,-0,30.459,16.806,102.845,216.167,-0.272,0.31,0.39,4.898,4.466,-29.314,-0.347,0.066,0.377,13.964,10.162,-2.552,-0.401,0.08,0.38,0.537,0.167,0.714
0.082 sec,-13.631,61.764,21.278,3.961,-4.243,14.908,1.288,-1.487,10.152,-0,-0,-0,30.557,17.017,97.265,216.334,-0.271,0.31,0.39,4.907,4.45,-29.646,-0.347,0.067,0.377,14.153,10.219,-2.839,-0.4,0.081,0.381,0.51,0.159,0.479
0.083 sec,-13.338,61.968,21.438,3.981,-4.297,14.952,1.294,-1.497,10.193,-0,-0,-0,30.645,17.221,92.037,216.506,-0.269,0.31,0.391,4.915,4.435,-29.962,-0.346,0.067,0.378,14.336,10.273,-3.118,-0.4,0.082,0.382,0.486,0.153,0.25
0.084 sec,-12.98,62.109,21.554,3.998,-4.345,14.98,1.301,-1.506,10.232,-0,-0,-0,30.732,17.43,86.747,216.705,-0.267,0.31,0.391,4.923,4.42,-30.285,-0.346,0.068,0.378,14.527,10.328,-3.407,-0.4,0.083,0.382,0.46,0.147,0.013
0.085 sec,-12.52,62.191,21.631,4.012,-4.388,14.993,1.308,-1.516,10.269,-0,-0,-0,30.82,17.659,81.026,216.961,-0.266,0.31,0.392,4.931,4.403,-30.634,-0.346,0.068,0.378,14.737,10.385,-3.726,-0.399,0.083,0.383,0.434,0.142,-0.249
0.086 sec,-12.017,62.265,21.698,4.025,-4.432,15.002,1.316,-1.524,10.302,-0,-0,-0,30.903,17.888,75.355,217.258,-0.264,0.31,0.392,4.94,4.386,-30.981,-0.345,0.069,0.379,14.95,10.442,-4.049,-0.399,0.084,0.383,0.407,0.139,-0.515
0.087 sec,-11.544,62.283,21.729,4.034,-4.465,14.998,1.323,-1.531,10.327,-0,-0,-0,30.97,18.088,70.451,217.553,-0.262,0.31,0.393,4.946,4.372,-31.281,-0.345,0.069,0.379,15.137,10.49,-4.333,-0.398,0.085,0.384,0.385,0.137,-0.748
0.088 sec,-10.968,62.255,21.729,4.042,-4.497,14.983,1.331,-1.538,10.351,-0,-0,-0,31.04,18.314,64.923,217.932,-0.261,0.309,0.393,4.954,4.356,-31.618,-0.345,0.07,0.38,15.351,10.543,-4.658,-0.398,0.086,0.384,0.36,0.136,-1.016
0.089 sec,-10.375,62.249,21.73,4.052,-4.531,14.974,1.339,-1.544,10.37,-0,-0,-0,31.106,18.543,59.371,218.364,-0.259,0.309,0.394,4.961,4.34,-31.956,-0.344,0.07,0.38,15.569,10.595,-4.989,-0.398,0.086,0.385,0.335,0.135,-1.288
0.09 sec,-9.866,62.256,21.752,4.062,-4.565,14.97,1.347,-1.548,10.383,-0,-0,-0,31.159,18.749,54.465,218.787,-0.257,0.309,0.394,4.967,4.326,-32.255,-0.344,0.071,0.38,15.767,10.64,-5.289,-0.397,0.087,0.385,0.313,0.136,-1.535
0.091 sec,-9.368,62.214,21.752,4.068,-4.594,14.953,1.355,-1.552,10.392,-0,-0,-0,31.207,18.952,49.703,219.226,-0.256,0.309,0.395,4.973,4.312,-32.547,-0.344,0.071,0.381,15.963,10.683,-5.585,-0.397,0.088,0.386,0.293,0.138,-1.779
