time,Fx,Fy,Fz,Mx,My,Mz,ankle_bushing_r_MX,ankle_bushing_r_MY,ankle_bushing_r_MZ,brace_bushing_r_MX,brace_bushing_r_MY,brace_bushing_r_MZ,ankle_angle_r_q,subtalar_angle_r_q,ankle_angle_r_u,subtalar_angle_r_u,tibia_r_X,tibia_r_Y,tibia_r_Z,tibia_r_Ox,tibia_r_Oy,tibia_r_Oz,calcn_r_X,calcn_r_Y,calcn_r_Z,calcn_r_Ox,calcn_r_Oy,calcn_r_Oz,talus_r_X,talus_r_Y,talus_r_Z,talus_r_Ox,talus_r_Oy,talus_r_Oz
0.092 sec,-8.834,62.225,21.777,4.08,-4.631,14.952,1.365,-1.555,10.397,-0,-0,-0,31.257,19.184,44.349,219.762,-0.254,0.309,0.395,4.979,4.297,-32.879,-0.343,0.072,0.381,16.19,10.73,-5.927,-0.396,0.089,0.387,0.269,0.141,-2.061
0.093 sec,-8.327,62.141,21.77,4.085,-4.659,14.927,1.375,-1.557,10.398,-0,-0,-0,31.3,19.41,39.229,220.306,-0.252,0.309,0.396,4.985,4.282,-33.198,-0.343,0.072,0.382,16.413,10.775,-6.263,-0.396,0.089,0.387,0.247,0.145,-2.338
0.094 sec,-7.865,62.039,21.739,4.088,-4.679,14.899,1.385,-1.559,10.395,-0,-0,-0,31.334,19.614,34.667,220.816,-0.251,0.309,0.396,4.99,4.269,-33.484,-0.343,0.073,0.382,16.616,10.814,-6.567,-0.395,0.09,0.388,0.228,0.15,-2.589
0.095 sec,-7.351,61.896,21.687,4.088,-4.697,14.861,1.396,-1.559,10.388,-0,-0,-0,31.367,19.844,29.608,221.409,-0.249,0.309,0.397,4.995,4.254,-33.801,-0.342,0.073,0.383,16.846,10.855,-6.912,-0.395,0.091,0.388,0.207,0.156,-2.873
0.096 sec,-6.837,61.765,21.624,4.09,-4.714,14.828,1.409,-1.559,10.376,-0,-0,-0,31.396,20.074,24.601,222.024,-0.247,0.31,0.397,5,4.239,-34.115,-0.342,0.074,0.383,17.078,10.895,-7.258,-0.394,0.092,0.389,0.186,0.163,-3.159
0.097 sec,-6.385,61.682,21.587,4.092,-4.733,14.806,1.421,-1.557,10.36,-0,-0,-0,31.418,20.301,19.8,222.64,-0.246,0.31,0.398,5.005,4.225,-34.422,-0.341,0.074,0.384,17.308,10.933,-7.601,-0.394,0.093,0.39,0.166,0.17,-3.442
0.098 sec,-5.941,61.48,21.496,4.087,-4.738,14.756,1.435,-1.555,10.339,-0,-0,-0,31.436,20.532,15.014,223.266,-0.244,0.31,0.398,5.009,4.211,-34.73,-0.341,0.075,0.384,17.544,10.969,-7.952,-0.393,0.093,0.39,0.146,0.179,-3.732
0.099 sec,-5.534,61.243,21.375,4.08,-4.735,14.698,1.447,-1.552,10.318,-0,-0,-0,31.448,20.736,10.817,223.83,-0.242,0.31,0.399,5.012,4.198,-34.999,-0.341,0.075,0.384,17.754,10.999,-8.263,-0.393,0.094,0.391,0.129,0.187,-3.988
0.1 sec,-5.066,60.97,21.228,4.072,-4.729,14.631,1.463,-1.548,10.289,-0,-0,-0,31.457,20.966,6.104,224.485,-0.241,0.31,0.399,5.016,4.184,-35.299,-0.34,0.076,0.385,17.993,11.031,-8.615,-0.392,0.095,0.391,0.111,0.198,-4.28
0.101 sec,-4.6,60.674,21.068,4.063,-4.72,14.558,1.478,-1.543,10.257,-0,-0,-0,31.461,21.195,1.449,225.153,-0.239,0.31,0.4,5.019,4.17,-35.594,-0.34,0.076,0.385,18.232,11.061,-8.967,-0.392,0.096,0.392,0.093,0.209,-4.57
0.102 sec,-4.185,60.387,20.908,4.055,-4.708,14.488,1.493,-1.537,10.225,-0,-0,-0,31.46,21.397,-2.63,225.753,-0.238,0.31,0.4,5.021,4.158,-35.851,-0.34,0.077,0.386,18.444,11.086,-9.278,-0.391,0.096,0.393,0.078,0.219,-4.827
0.103 sec,-3.719,60.065,20.725,4.046,-4.693,14.409,1.511,-1.53,10.185,-0,-0,-0,31.455,21.628,-7.27,226.451,-0.236,0.31,0.401,5.024,4.145,-36.142,-0.339,0.078,0.386,18.688,11.112,-9.634,-0.391,0.097,0.393,0.061,0.231,-5.122
0.104 sec,-3.272,59.749,20.539,4.037,-4.677,14.331,1.529,-1.523,10.142,-0,-0,-0,31.445,21.855,-11.791,227.143,-0.235,0.31,0.401,5.026,4.132,-36.424,-0.339,0.078,0.387,18.929,11.135,-9.986,-0.39,0.098,0.394,0.045,0.244,-5.413
0.105 sec,-2.846,59.424,20.344,4.028,-4.657,14.251,1.549,-1.514,10.094,-0,-0,-0,31.431,22.085,-16.305,227.843,-0.233,0.31,0.402,5.027,4.119,-36.706,-0.338,0.079,0.387,19.175,11.157,-10.343,-0.39,0.099,0.395,0.03,0.258,-5.708
0.106 sec,-2.435,59.055,20.121,4.016,-4.63,14.161,1.57,-1.505,10.042,-0,-0,-0,31.413,22.315,-20.772,228.539,-0.231,0.31,0.402,5.029,4.105,-36.984,-0.338,0.079,0.388,19.421,11.176,-10.7,-0.389,0.1,0.395,0.015,0.272,-6.003
0.107 sec,-2.033,58.661,19.877,4.004,-4.597,14.064,1.592,-1.494,9.987,-0,-0,-0,31.39,22.544,-25.187,229.229,-0.23,0.31,0.403,5.03,4.093,-37.256,-0.337,0.08,0.388,19.668,11.193,-11.056,-0.389,0.101,0.396,0,0.286,-6.298
0.108 sec,-1.634,58.245,19.613,3.991,-4.56,13.963,1.615,-1.483,9.928,-0,-0,-0,31.362,22.775,-29.631,229.924,-0.228,0.31,0.403,5.031,4.08,-37.529,-0.337,0.08,0.389,19.92,11.209,-11.417,-0.388,0.101,0.397,-0.014,0.302,-6.597
0.109 sec,-1.249,57.816,19.333,3.978,-4.518,13.858,1.64,-1.471,9.866,-0,-0,-0,31.33,23.005,-34.021,230.609,-0.227,0.31,0.404,5.031,4.067,-37.796,-0.337,0.081,0.389,20.171,11.221,-11.776,-0.387,0.102,0.397,-0.027,0.318,-6.895
0.11 sec,-0.877,57.376,19.041,3.964,-4.473,13.751,1.666,-1.458,9.8,-0,-0,-0,31.294,23.236,-38.384,231.285,-0.225,0.31,0.405,5.031,4.054,-38.06,-0.336,0.081,0.39,20.424,11.231,-12.136,-0.387,0.103,0.398,-0.039,0.334,-7.194
0.111 sec,-0.525,56.935,18.74,3.952,-4.424,13.644,1.693,-1.444,9.73,-0,-0,-0,31.254,23.467,-42.73,231.951,-0.224,0.31,0.405,5.031,4.042,-38.321,-0.336,0.082,0.39,20.679,11.239,-12.498,-0.386,0.104,0.398,-0.051,0.351,-7.494
0.112 sec,-0.202,56.494,18.436,3.94,-4.373,13.535,1.722,-1.429,9.657,-0,-0,-0,31.209,23.696,-46.99,232.593,-0.222,0.31,0.406,5.031,4.03,-38.577,-0.335,0.082,0.391,20.932,11.245,-12.857,-0.386,0.105,0.399,-0.062,0.369,-7.792
0.113 sec,0.092,56.078,18.14,3.93,-4.321,13.432,1.752,-1.414,9.582,-0,-0,-0,31.161,23.924,-51.187,233.209,-0.221,0.31,0.406,5.03,4.017,-38.827,-0.335,0.083,0.391,21.186,11.248,-13.215,-0.385,0.105,0.4,-0.073,0.386,-8.09
0.114 sec,0.37,55.64,17.827,3.921,-4.263,13.319,1.787,-1.396,9.492,-0,-0,-0,31.102,24.181,-55.829,233.866,-0.219,0.311,0.407,5.029,4.004,-39.106,-0.334,0.084,0.392,21.474,11.249,-13.619,-0.384,0.106,0.401,-0.084,0.407,-8.426
0.115 sec,0.588,55.203,17.515,3.911,-4.201,13.207,1.821,-1.379,9.408,-0,-0,-0,31.045,24.414,-59.955,234.418,-0.217,0.311,0.407,5.027,3.991,-39.355,-0.334,0.084,0.392,21.736,11.247,-13.985,-0.384,0.107,0.401,-0.093,0.426,-8.731
0.116 sec,0.79,54.744,17.177,3.901,-4.132,13.088,1.857,-1.361,9.321,-0,-0,-0,30.983,24.647,-64.028,234.931,-0.216,0.311,0.408,5.026,3.979,-39.6,-0.333,0.085,0.393,21.999,11.242,-14.351,-0.383,0.108,0.402,-0.102,0.445,-9.036
0.117 sec,0.969,54.309,16.844,3.893,-4.063,12.975,1.893,-1.343,9.231,-0,-0,-0,30.918,24.878,-68.018,235.403,-0.214,0.311,0.409,5.024,3.967,-39.84,-0.333,0.085,0.393,22.261,11.235,-14.715,-0.382,0.109,0.403,-0.11,0.464,-9.339
0.118 sec,1.122,53.846,16.49,3.885,-3.986,12.853,1.933,-1.324,9.136,-0,-0,-0,30.848,25.116,-72.042,235.839,-0.213,0.311,0.409,5.022,3.955,-40.083,-0.332,0.086,0.394,22.532,11.225,-15.088,-0.382,0.109,0.403,-0.118,0.485,-9.65
0.119 sec,1.258,53.368,16.116,3.876,-3.903,12.727,1.974,-1.304,9.04,-0,-0,-0,30.775,25.349,-75.95,236.22,-0.211,0.311,0.41,5.02,3.943,-40.319,-0.332,0.086,0.394,22.799,11.213,-15.456,-0.381,0.11,0.404,-0.124,0.505,-9.958
0.12 sec,1.382,52.866,15.712,3.868,-3.813,12.595,2.018,-1.283,8.939,-0,-0,-0,30.696,25.586,-79.869,236.551,-0.21,0.311,0.41,5.017,3.931,-40.555,-0.331,0.087,0.395,23.071,11.198,-15.829,-0.381,0.111,0.405,-0.131,0.526,-10.27
0.121 sec,1.494,52.353,15.288,3.86,-3.717,12.46,2.064,-1.262,8.835,-0,-0,-0,30.615,25.823,-83.738,236.824,-0.208,0.311,0.411,5.014,3.918,-40.788,-0.331,0.087,0.395,23.344,11.18,-16.201,-0.38,0.112,0.405,-0.136,0.547,-10.582
0.122 sec,1.589,51.89,14.86,3.856,-3.619,12.337,2.112,-1.241,8.729,-0,-0,-0,30.529,26.06,-87.542,237.033,-0.207,0.311,0.412,5.011,3.906,-41.016,-0.33,0.088,0.396,23.618,11.159,-16.574,-0.379,0.113,0.406,-0.141,0.568,-10.894
0.123 sec,1.631,51.475,14.449,3.855,-3.522,12.224,2.162,-1.219,8.62,-0,-0,-0,30.44,26.296,-91.218,237.176,-0.206,0.311,0.412,5.008,3.894,-41.242,-0.33,0.088,0.396,23.892,11.135,-16.945,-0.378,0.113,0.407,-0.145,0.59,-11.207
0.124 sec,1.62,51.029,14.009,3.854,-3.412,12.101,2.215,-1.196,8.506,-0,-0,-0,30.345,26.537,-94.851,237.235,-0.204,0.311,0.413,5.005,3.882,-41.468,-0.329,0.089,0.397,24.173,11.108,-17.324,-0.378,0.114,0.407,-0.148,0.612,-11.526
0.125 sec,1.566,50.571,13.555,3.852,-3.297,11.974,2.27,-1.173,8.39,-0,-0,-0,30.248,26.777,-98.357,237.209,-0.203,0.312,0.414,5.001,3.869,-41.691,-0.329,0.089,0.397,24.453,11.078,-17.702,-0.377,0.115,0.408,-0.151,0.634,-11.844
0.126 sec,1.5,50.12,13.12,3.849,-3.185,11.849,2.321,-1.153,8.284,-0,-0,-0,30.158,26.99,-101.4,237.103,-0.201,0.312,0.414,4.998,3.859,-41.886,-0.328,0.09,0.398,24.703,11.049,-18.037,-0.376,0.116,0.409,-0.152,0.654,-12.127
0.127 sec,1.42,49.585,12.593,3.846,-3.05,11.702,2.382,-1.129,8.163,-0,-0,-0,30.053,27.231,-104.783,236.883,-0.2,0.312,0.415,4.995,3.846,-42.104,-0.328,0.09,0.398,24.987,11.013,-18.415,-0.376,0.116,0.41,-0.154,0.677,-12.447
0.128 sec,1.338,49.045,12.045,3.844,-2.91,11.553,2.444,-1.106,8.042,-0,-0,-0,29.947,27.467,-108.058,236.566,-0.198,0.312,0.415,4.991,3.834,-42.315,-0.327,0.091,0.399,25.266,10.975,-18.787,-0.375,0.117,0.41,-0.154,0.699,-12.762
0.129 sec,1.248,48.477,11.451,3.844,-2.76,11.398,2.51,-1.082,7.914,-0,-0,-0,29.834,27.71,-111.374,236.122,-0.197,0.312,0.416,4.987,3.821,-42.529,-0.327,0.091,0.399,25.553,10.933,-19.168,-0.374,0.118,0.411,-0.153,0.722,-13.086
0.13 sec,1.152,47.911,10.839,3.844,-2.604,11.242,2.578,-1.058,7.787,-0,-0,-0,29.72,27.949,-114.598,235.566,-0.196,0.312,0.417,4.983,3.809,-42.737,-0.326,0.092,0.4,25.838,10.888,-19.545,-0.374,0.119,0.412,-0.152,0.745,-13.407
0.131 sec,1.043,47.338,10.2,3.847,-2.442,11.083,2.649,-1.035,7.656,-0,-0,-0,29.601,28.189,-117.779,234.875,-0.194,0.312,0.417,4.98,3.796,-42.943,-0.326,0.092,0.4,26.124,10.839,-19.922,-0.373,0.119,0.412,-0.15,0.768,-13.729
0.132 sec,0.919,46.76,9.535,3.852,-2.272,10.922,2.723,-1.011,7.522,-0,-0,-0,29.479,28.43,-120.924,234.044,-0.193,0.312,0.418,4.976,3.784,-43.147,-0.325,0.093,0.401,26.413,10.787,-20.301,-0.372,0.12,0.413,-0.147,0.791,-14.053
0.133 sec,0.794,46.249,8.928,3.858,-2.117,10.779,2.792,-0.99,7.402,-0,-0,-0,29.368,28.642,-123.651,233.182,-0.191,0.312,0.419,4.973,3.772,-43.325,-0.325,0.093,0.401,26.668,10.739,-20.635,-0.371,0.121,0.414,-0.143,0.812,-14.34
0.134 sec,0.638,45.681,8.232,3.867,-1.938,10.619,2.87,-0.968,7.267,-0,-0,-0,29.241,28.878,-126.631,232.071,-0.19,0.312,0.419,4.969,3.76,-43.521,-0.324,0.094,0.402,26.953,10.681,-21.007,-0.371,0.121,0.414,-0.138,0.835,-14.66
0.135 sec,0.458,45.114,7.506,3.879,-1.75,10.457,2.953,-0.945,7.127,-0,-0,-0,29.108,29.117,-129.593,230.776,-0.189,0.313,0.42,4.966,3.747,-43.717,-0.323,0.094,0.403,27.243,10.619,-21.385,-0.37,0.122,0.415,-0.132,0.858,-14.987
0.136 sec,0.272,44.637,6.862,3.893,-1.581,10.317,3.029,-0.926,7.002,-0,-0,-0,28.989,29.327,-132.129,229.487,-0.187,0.313,0.42,4.963,3.735,-43.888,-0.323,0.095,0.403,27.498,10.562,-21.717,-0.369,0.123,0.416,-0.125,0.878,-15.274
0.137 sec,0.035,44.09,6.115,3.911,-1.384,10.155,3.118,-0.905,6.859,-0,-0,-0,28.85,29.565,-134.915,227.841,-0.186,0.313,0.421,4.961,3.722,-44.079,-0.322,0.095,0.404,27.788,10.494,-22.093,-0.369,0.124,0.417,-0.117,0.901,-15.601
0.138 sec,-0.229,43.578,5.364,3.933,-1.183,9.999,3.209,-0.884,6.714,-0,-0,-0,28.709,29.8,-137.598,226.003,-0.185,0.313,0.422,4.958,3.709,-44.266,-0.322,0.096,0.404,28.076,10.422,-22.467,-0.368,0.124,0.417,-0.108,0.924,-15.927
0.139 sec,-0.534,43.111,4.632,3.959,-0.983,9.849,3.302,-0.865,6.569,-0,-0,-0,28.566,30.031,-140.125,223.971,-0.183,0.313,0.422,4.956,3.695,-44.449,-0.321,0.096,0.405,28.361,10.348,-22.836,-0.367,0.125,0.418,-0.097,0.947,-16.251
0.14 sec,-0.867,42.626,3.877,3.986,-0.775,9.693,3.399,-0.847,6.422,-0,-0,-0,28.42,30.262,-142.54,221.716,-0.182,0.313,0.423,4.955,3.682,-44.629,-0.321,0.097,0.405,28.646,10.27,-23.204,-0.366,0.126,0.419,-0.085,0.97,-16.575
0.141 sec,-1.183,42.185,3.176,4.013,-0.581,9.55,3.488,-0.832,6.289,-0,-0,-0,28.286,30.467,-144.613,219.477,-0.181,0.313,0.424,4.954,3.67,-44.789,-0.32,0.097,0.406,28.902,10.197,-23.534,-0.366,0.126,0.419,-0.074,0.99,-16.866
0.142 sec,-1.546,41.699,2.38,4.044,-0.362,9.391,3.59,-0.816,6.141,-0,-0,-0,28.136,30.692,-146.794,216.76,-0.179,0.313,0.424,4.954,3.656,-44.964,-0.32,0.097,0.406,29.184,10.113,-23.897,-0.365,0.127,0.42,-0.059,1.012,-17.188
0.143 sec,-1.908,41.246,1.603,4.078,-0.147,9.24,3.689,-0.802,5.998,-0,-0,-0,27.989,30.905,-148.776,213.93,-0.178,0.313,0.425,4.954,3.643,-45.128,-0.319,0.098,0.407,29.451,10.029,-24.242,-0.364,0.128,0.421,-0.044,1.033,-17.496
0.144 sec,-2.276,40.853,0.867,4.114,0.059,9.102,3.786,-0.791,5.862,-0,-0,-0,27.849,31.105,-150.537,211.015,-0.177,0.314,0.426,4.955,3.631,-45.281,-0.319,0.098,0.407,29.704,9.947,-24.567,-0.363,0.128,0.421,-0.029,1.052,-17.788
0.145 sec,-2.683,40.434,0.08,4.154,0.28,8.954,3.89,-0.78,5.717,-0,-0,-0,27.698,31.313,-152.268,207.694,-0.176,0.314,0.426,4.957,3.617,-45.44,-0.318,0.099,0.408,29.969,9.858,-24.908,-0.363,0.129,0.422,-0.011,1.073,-18.095
0.146 sec,-3.102,40.014,-0.724,4.196,0.506,8.805,3.996,-0.771,5.572,-0,-0,-0,27.545,31.519,-153.872,204.091,-0.174,0.314,0.427,4.959,3.604,-45.597,-0.317,0.099,0.408,30.232,9.765,-25.248,-0.362,0.129,0.423,0.008,1.093,-18.402
0.147 sec,-3.557,39.613,-1.573,4.245,0.746,8.655,4.109,-0.763,5.42,-0,-0,-0,27.384,31.73,-155.403,200.017,-0.173,0.314,0.428,4.963,3.59,-45.759,-0.317,0.099,0.409,30.505,9.666,-25.6,-0.361,0.13,0.423,0.03,1.114,-18.723
0.148 sec,-4.035,39.276,-2.4,4.3,0.982,8.516,4.223,-0.757,5.268,-0,-0,-0,27.222,31.936,-156.733,195.693,-0.172,0.314,0.428,4.968,3.576,-45.916,-0.316,0.1,0.409,30.773,9.564,-25.946,-0.36,0.131,0.424,0.053,1.135,-19.04
0.149 sec,-4.54,38.941,-3.201,4.353,1.215,8.376,4.336,-0.754,5.122,-0,-0,-0,27.063,32.131,-157.873,191.192,-0.171,0.314,0.429,4.974,3.562,-46.066,-0.316,0.1,0.41,31.029,9.462,-26.278,-0.36,0.131,0.425,0.078,1.155,-19.346
0.15 sec,-4.8,38.786,-3.581,4.378,1.328,8.309,4.39,-0.753,5.052,-0,-0,-0,26.987,32.223,-158.391,188.964,-0.17,0.314,0.429,4.977,3.555,-46.136,-0.316,0.1,0.41,31.15,9.413,-26.435,-0.359,0.132,0.425,0.09,1.164,-19.491
