time,Fx,Fy,Fz,Mx,My,Mz,ankle_bushing_r_MX,ankle_bushing_r_MY,ankle_bushing_r_MZ,brace_bushing_r_MX,brace_bushing_r_MY,brace_bushing_r_MZ,ankle_angle_r_q,subtalar_angle_r_q,ankle_angle_r_u,subtalar_angle_r_u,tibia_r_X,tibia_r_Y,tibia_r_Z,tibia_r_Ox,tibia_r_Oy,tibia_r_Oz,calcn_r_X,calcn_r_Y,calcn_r_Z,calcn_r_Ox,calcn_r_Oy,calcn_r_Oz,talus_r_X,talus_r_Y,talus_r_Z,talus_r_Ox,talus_r_Oy,talus_r_Oz
0.079 sec,-295.78,1067.078,45.31,6.773,-2.781,221.341,-2.125,-0.838,3.4,-0,-0,0,15.08,-11.016,111.327,-15.724,-0.308,0.318,0.367,6.344,8.203,-17.892,-0.335,0.055,0.36,-4.599,-0.456,-1.11,-0.388,0.068,0.351,4.304,5.914,-2.872
0.08 sec,-294.92,1059.77,44.929,6.664,-3.02,220.729,-2.122,-0.845,3.441,-0,-0,0,15.191,-11.032,107.895,-17.523,-0.307,0.318,0.367,6.389,8.214,-18.043,-0.335,0.055,0.36,-4.591,-0.462,-1.148,-0.388,0.068,0.351,4.33,5.911,-2.912
0.081 sec,-294.09,1052.408,44.618,6.555,-3.264,220.092,-2.12,-0.852,3.48,-0,-0,0,15.298,-11.051,104.533,-19.337,-0.307,0.318,0.367,6.433,8.225,-18.191,-0.335,0.056,0.36,-4.584,-0.468,-1.187,-0.388,0.068,0.351,4.356,5.91,-2.953
0.082 sec,-293.175,1045.439,44.46,6.447,-3.512,219.457,-2.118,-0.86,3.519,-0,-0,0,15.402,-11.072,101.223,-21.161,-0.306,0.318,0.367,6.478,8.237,-18.337,-0.335,0.056,0.36,-4.578,-0.474,-1.225,-0.388,0.069,0.351,4.383,5.909,-2.994
0.083 sec,-292.145,1038.843,44.395,6.344,-3.755,218.825,-2.118,-0.867,3.557,-0,-0,0,15.503,-11.094,97.968,-22.978,-0.305,0.318,0.367,6.523,8.25,-18.48,-0.335,0.056,0.36,-4.573,-0.48,-1.263,-0.388,0.069,0.351,4.411,5.909,-3.036
0.084 sec,-291.057,1032.492,44.374,6.242,-3.993,218.195,-2.118,-0.875,3.594,-0,-0,0,15.601,-11.118,94.763,-24.782,-0.305,0.318,0.367,6.569,8.262,-18.619,-0.335,0.056,0.36,-4.569,-0.487,-1.3,-0.388,0.069,0.351,4.439,5.911,-3.077
0.085 sec,-289.975,1026.843,44.472,6.149,-4.224,217.607,-2.119,-0.882,3.628,-0,-0,0,15.691,-11.143,91.775,-26.471,-0.304,0.318,0.367,6.611,8.275,-18.749,-0.334,0.056,0.36,-4.566,-0.493,-1.336,-0.388,0.069,0.351,4.466,5.913,-3.116
0.086 sec,-288.719,1021.23,44.635,6.055,-4.463,216.992,-2.121,-0.89,3.663,-0,-0,0,15.783,-11.171,88.629,-28.249,-0.303,0.318,0.367,6.657,8.289,-18.883,-0.334,0.056,0.36,-4.564,-0.499,-1.374,-0.388,0.069,0.351,4.495,5.917,-3.159
0.087 sec,-287.46,1015.529,44.744,5.964,-4.692,216.348,-2.123,-0.899,3.698,-0,-0,0,15.871,-11.2,85.507,-30.015,-0.303,0.317,0.367,6.702,8.303,-19.015,-0.334,0.056,0.36,-4.563,-0.505,-1.411,-0.387,0.069,0.351,4.525,5.921,-3.201
0.088 sec,-286.328,1010.047,44.847,5.877,-4.911,215.725,-2.126,-0.906,3.729,-0,-0,0,15.952,-11.23,82.599,-31.665,-0.302,0.317,0.368,6.745,8.317,-19.136,-0.334,0.056,0.36,-4.562,-0.511,-1.447,-0.387,0.069,0.351,4.553,5.926,-3.241
0.089 sec,-285.191,1004.156,44.922,5.786,-5.137,215.056,-2.13,-0.915,3.762,-0,-0,0,16.036,-11.264,79.508,-33.429,-0.302,0.317,0.368,6.791,8.333,-19.264,-0.334,0.056,0.36,-4.563,-0.518,-1.484,-0.387,0.069,0.351,4.584,5.932,-3.285
0.09 sec,-284.101,998.187,45.003,5.696,-5.362,214.375,-2.135,-0.923,3.794,-0,-0,0,16.116,-11.299,76.416,-35.206,-0.301,0.317,0.368,6.838,8.349,-19.39,-0.334,0.056,0.36,-4.565,-0.524,-1.523,-0.387,0.069,0.351,4.616,5.94,-3.329
0.091 sec,-283.14,992.639,45.116,5.614,-5.575,213.737,-2.14,-0.931,3.822,-0,-0,0,16.189,-11.334,73.575,-36.852,-0.3,0.317,0.368,6.881,8.364,-19.504,-0.334,0.056,0.36,-4.567,-0.531,-1.558,-0.387,0.07,0.351,4.646,5.947,-3.37
0.092 sec,-282.229,987.084,45.181,5.535,-5.775,213.095,-2.146,-0.94,3.85,-0,-0,0,16.258,-11.37,70.77,-38.491,-0.3,0.317,0.368,6.925,8.38,-19.615,-0.334,0.056,0.36,-4.57,-0.537,-1.593,-0.387,0.07,0.351,4.677,5.956,-3.412
0.093 sec,-281.307,981.641,45.37,5.457,-5.987,212.443,-2.153,-0.948,3.877,-0,-0,0,16.325,-11.408,67.94,-40.153,-0.299,0.317,0.368,6.969,8.396,-19.726,-0.334,0.056,0.36,-4.575,-0.543,-1.63,-0.387,0.07,0.351,4.708,5.965,-3.455
0.094 sec,-280.22,976.107,45.644,5.38,-6.211,211.749,-2.161,-0.957,3.905,-0,-0,0,16.395,-11.451,64.929,-41.917,-0.299,0.317,0.368,7.016,8.414,-19.843,-0.334,0.056,0.36,-4.58,-0.55,-1.668,-0.387,0.07,0.351,4.742,5.976,-3.501
0.095 sec,-279.143,970.597,45.935,5.306,-6.438,211.048,-2.17,-0.966,3.931,-0,-0,0,16.461,-11.496,61.967,-43.645,-0.298,0.317,0.368,7.063,8.432,-19.956,-0.334,0.057,0.36,-4.587,-0.557,-1.707,-0.387,0.07,0.351,4.777,5.988,-3.547
0.096 sec,-278.168,965.495,46.221,5.239,-6.65,210.385,-2.179,-0.975,3.955,-0,-0,0,16.52,-11.539,59.217,-45.243,-0.298,0.317,0.368,7.107,8.45,-20.06,-0.334,0.057,0.36,-4.594,-0.563,-1.743,-0.387,0.07,0.35,4.81,5.999,-3.591
0.097 sec,-277.13,960.553,46.537,5.174,-6.856,209.716,-2.189,-0.983,3.978,-0,-0,0,16.577,-11.584,56.458,-46.838,-0.297,0.317,0.368,7.152,8.468,-20.163,-0.334,0.057,0.36,-4.602,-0.569,-1.78,-0.387,0.07,0.35,4.843,6.012,-3.636
0.098 sec,-276.088,955.705,46.891,5.107,-7.067,209.042,-2.2,-0.992,4,-0,-0,0,16.63,-11.631,53.729,-48.405,-0.297,0.317,0.368,7.196,8.486,-20.263,-0.334,0.057,0.36,-4.611,-0.576,-1.817,-0.387,0.07,0.35,4.877,6.025,-3.682
0.099 sec,-274.944,950.579,47.266,5.04,-7.285,208.31,-2.212,-1.002,4.023,-0,-0,0,16.685,-11.682,50.818,-50.062,-0.296,0.317,0.368,7.244,8.506,-20.367,-0.334,0.057,0.36,-4.621,-0.583,-1.857,-0.387,0.07,0.35,4.914,6.04,-3.731
0.1 sec,-273.811,945.366,47.647,4.973,-7.506,207.553,-2.226,-1.011,4.045,-0,-0,0,16.737,-11.736,47.88,-51.715,-0.296,0.317,0.368,7.293,8.527,-20.471,-0.334,0.057,0.36,-4.632,-0.59,-1.898,-0.387,0.071,0.35,4.952,6.056,-3.781
0.101 sec,-272.777,940.634,48.094,4.915,-7.72,206.842,-2.239,-1.02,4.064,-0,-0,0,16.783,-11.788,45.161,-53.225,-0.295,0.317,0.368,7.338,8.546,-20.565,-0.334,0.057,0.359,-4.644,-0.597,-1.936,-0.387,0.071,0.35,4.987,6.072,-3.828
0.102 sec,-271.688,936.021,48.593,4.862,-7.931,206.121,-2.253,-1.029,4.082,-0,-0,0,16.826,-11.841,42.441,-54.706,-0.295,0.317,0.368,7.383,8.566,-20.658,-0.334,0.057,0.359,-4.656,-0.603,-1.975,-0.387,0.071,0.35,5.023,6.088,-3.877
0.103 sec,-270.605,931.499,49.141,4.812,-8.148,205.396,-2.268,-1.038,4.099,-0,-0,0,16.867,-11.895,39.763,-56.128,-0.294,0.317,0.368,7.428,8.586,-20.748,-0.333,0.057,0.359,-4.67,-0.61,-2.013,-0.386,0.071,0.35,5.06,6.105,-3.925
0.104 sec,-269.503,926.831,49.692,4.764,-8.367,204.635,-2.283,-1.047,4.115,-0,-0,0,16.905,-11.952,37.036,-57.54,-0.294,0.316,0.368,7.474,8.607,-20.838,-0.333,0.057,0.359,-4.684,-0.616,-2.053,-0.386,0.071,0.35,5.097,6.123,-3.976
0.105 sec,-268.385,922.288,50.351,4.719,-8.597,203.864,-2.3,-1.056,4.13,-0,-0,0,16.941,-12.011,34.324,-58.898,-0.293,0.316,0.368,7.52,8.628,-20.926,-0.333,0.057,0.359,-4.699,-0.623,-2.093,-0.386,0.071,0.35,5.135,6.142,-4.027
0.106 sec,-267.174,917.968,51.095,4.68,-8.825,203.085,-2.317,-1.066,4.144,-0,-0,0,16.974,-12.071,31.619,-60.194,-0.293,0.316,0.368,7.567,8.649,-21.012,-0.333,0.057,0.359,-4.715,-0.629,-2.134,-0.386,0.071,0.35,5.174,6.162,-4.079
0.107 sec,-265.96,913.597,51.873,4.643,-9.062,202.288,-2.336,-1.075,4.157,-0,-0,0,17.004,-12.131,28.934,-61.412,-0.293,0.316,0.368,7.613,8.671,-21.097,-0.333,0.058,0.359,-4.732,-0.635,-2.176,-0.386,0.071,0.35,5.213,6.182,-4.132
0.108 sec,-264.767,909.18,52.603,4.608,-9.288,201.472,-2.355,-1.084,4.169,-0,-0,0,17.032,-12.194,26.26,-62.562,-0.292,0.316,0.368,7.659,8.693,-21.179,-0.333,0.058,0.359,-4.749,-0.641,-2.218,-0.386,0.072,0.35,5.252,6.203,-4.185
0.109 sec,-263.599,904.695,53.393,4.575,-9.528,200.635,-2.374,-1.093,4.18,-0,-0,0,17.057,-12.257,23.605,-63.634,-0.292,0.316,0.368,7.706,8.716,-21.26,-0.333,0.058,0.359,-4.767,-0.647,-2.26,-0.386,0.072,0.35,5.292,6.224,-4.24
0.11 sec,-262.485,900.515,54.172,4.546,-9.755,199.83,-2.394,-1.101,4.189,-0,-0,0,17.078,-12.318,21.114,-64.576,-0.291,0.316,0.368,7.75,8.737,-21.335,-0.333,0.058,0.359,-4.785,-0.652,-2.301,-0.386,0.072,0.35,5.33,6.245,-4.292
0.111 sec,-261.377,896.346,54.908,4.519,-9.972,199.017,-2.414,-1.11,4.197,-0,-0,0,17.097,-12.379,18.681,-65.431,-0.291,0.316,0.369,7.793,8.759,-21.408,-0.333,0.058,0.359,-4.803,-0.656,-2.342,-0.386,0.072,0.35,5.368,6.267,-4.345
0.112 sec,-260.19,891.733,55.729,4.491,-10.215,198.111,-2.436,-1.119,4.205,-0,-0,0,17.115,-12.447,16.059,-66.279,-0.291,0.316,0.369,7.84,8.782,-21.485,-0.333,0.058,0.359,-4.823,-0.661,-2.387,-0.386,0.072,0.35,5.409,6.291,-4.403
0.113 sec,-259.046,887.112,56.473,4.458,-10.444,197.195,-2.459,-1.128,4.212,-0,-0,0,17.13,-12.515,13.487,-67.042,-0.29,0.316,0.369,7.887,8.806,-21.56,-0.333,0.058,0.359,-4.843,-0.665,-2.433,-0.386,0.072,0.35,5.451,6.315,-4.462
0.114 sec,-257.905,882.453,57.142,4.414,-10.659,196.26,-2.482,-1.137,4.217,-0,-0,0,17.142,-12.583,10.957,-67.735,-0.29,0.316,0.369,7.934,8.83,-21.634,-0.333,0.058,0.359,-4.864,-0.669,-2.479,-0.386,0.072,0.35,5.493,6.34,-4.522
0.115 sec,-256.752,877.617,57.756,4.369,-10.865,195.285,-2.507,-1.145,4.222,-0,-0,0,17.152,-12.654,8.424,-68.376,-0.289,0.316,0.369,7.982,8.855,-21.707,-0.333,0.058,0.359,-4.886,-0.673,-2.527,-0.386,0.072,0.35,5.536,6.367,-4.583
0.116 sec,-255.693,872.997,58.359,4.326,-11.064,194.352,-2.53,-1.153,4.225,-0,-0,0,17.16,-12.721,6.083,-68.918,-0.289,0.316,0.369,8.026,8.879,-21.774,-0.333,0.058,0.359,-4.907,-0.675,-2.572,-0.385,0.073,0.35,5.577,6.392,-4.642
0.117 sec,-254.667,868.316,58.931,4.285,-11.257,193.405,-2.554,-1.161,4.227,-0,-0,0,17.164,-12.787,3.788,-69.4,-0.289,0.317,0.369,8.071,8.902,-21.839,-0.333,0.059,0.359,-4.927,-0.677,-2.617,-0.385,0.073,0.35,5.618,6.417,-4.701
0.118 sec,-253.589,863.191,59.537,4.241,-11.463,192.364,-2.581,-1.17,4.229,-0,-0,0,17.167,-12.86,1.355,-69.858,-0.288,0.317,0.369,8.118,8.928,-21.908,-0.333,0.059,0.359,-4.95,-0.679,-2.667,-0.385,0.073,0.35,5.662,6.445,-4.765
0.119 sec,-252.596,858.327,60.114,4.199,-11.657,191.367,-2.606,-1.178,4.229,-0,-0,0,17.167,-12.929,-0.89,-70.226,-0.288,0.317,0.369,8.163,8.952,-21.971,-0.333,0.059,0.359,-4.972,-0.68,-2.715,-0.385,0.073,0.349,5.704,6.472,-4.827
0.12 sec,-251.619,853.47,60.679,4.159,-11.848,190.368,-2.632,-1.185,4.229,-0,-0,0,17.165,-12.996,-3.046,-70.525,-0.288,0.317,0.369,8.207,8.976,-22.032,-0.332,0.059,0.359,-4.993,-0.681,-2.762,-0.385,0.073,0.349,5.745,6.499,-4.888
0.121 sec,-250.566,848.049,61.274,4.115,-12.051,189.251,-2.66,-1.193,4.227,-0,-0,0,17.161,-13.071,-5.364,-70.787,-0.287,0.317,0.369,8.256,9.003,-22.097,-0.332,0.059,0.359,-5.017,-0.681,-2.815,-0.385,0.073,0.349,5.791,6.529,-4.957
0.122 sec,-249.603,842.914,61.837,4.072,-12.243,188.188,-2.688,-1.2,4.225,-0,-0,0,17.154,-13.142,-7.48,-70.965,-0.287,0.317,0.369,8.301,9.028,-22.157,-0.332,0.059,0.359,-5.039,-0.681,-2.865,-0.385,0.074,0.349,5.835,6.558,-5.021
0.123 sec,-248.651,837.713,62.405,4.028,-12.436,187.108,-2.715,-1.207,4.222,-0,-0,0,17.146,-13.212,-9.525,-71.075,-0.287,0.317,0.369,8.346,9.053,-22.215,-0.332,0.059,0.359,-5.061,-0.68,-2.915,-0.385,0.074,0.349,5.878,6.587,-5.086
0.124 sec,-247.716,832.446,62.944,3.986,-12.621,186.011,-2.743,-1.214,4.218,-0,-0,0,17.136,-13.282,-11.507,-71.119,-0.286,0.317,0.369,8.391,9.078,-22.272,-0.332,0.059,0.359,-5.084,-0.678,-2.965,-0.385,0.074,0.349,5.921,6.616,-5.152
0.125 sec,-246.788,827.07,63.521,3.944,-12.814,184.886,-2.772,-1.221,4.213,-0,-0,0,17.123,-13.353,-13.439,-71.085,-0.286,0.317,0.369,8.436,9.104,-22.328,-0.332,0.059,0.359,-5.106,-0.676,-3.017,-0.385,0.074,0.349,5.966,6.646,-5.219
0.126 sec,-245.85,821.596,64.121,3.902,-13.012,183.732,-2.802,-1.228,4.207,-0,-0,0,17.109,-13.425,-15.322,-70.971,-0.286,0.317,0.369,8.481,9.13,-22.383,-0.332,0.06,0.359,-5.129,-0.674,-3.07,-0.385,0.074,0.349,6.01,6.677,-5.287
0.127 sec,-244.922,816.154,64.722,3.861,-13.21,182.579,-2.831,-1.234,4.201,-0,-0,0,17.092,-13.496,-17.102,-70.774,-0.286,0.317,0.369,8.526,9.155,-22.437,-0.332,0.06,0.359,-5.151,-0.67,-3.122,-0.385,0.074,0.349,6.055,6.707,-5.355
0.128 sec,-243.97,810.568,65.307,3.82,-13.404,181.389,-2.862,-1.24,4.194,-0,-0,0,17.074,-13.568,-18.842,-70.49,-0.285,0.317,0.369,8.572,9.181,-22.49,-0.332,0.06,0.359,-5.173,-0.667,-3.176,-0.385,0.075,0.349,6.101,6.739,-5.425
0.129 sec,-243.089,805.362,65.848,3.782,-13.584,180.278,-2.89,-1.246,4.186,-0,-0,0,17.055,-13.635,-20.38,-70.15,-0.285,0.317,0.37,8.615,9.206,-22.538,-0.332,0.06,0.359,-5.193,-0.662,-3.226,-0.384,0.075,0.349,6.143,6.768,-5.49
0.13 sec,-242.142,799.705,66.429,3.742,-13.777,179.068,-2.921,-1.252,4.178,-0,-0,0,17.034,-13.706,-21.966,-69.697,-0.285,0.317,0.37,8.66,9.232,-22.588,-0.332,0.06,0.358,-5.215,-0.657,-3.28,-0.384,0.075,0.349,6.189,6.8,-5.56
0.131 sec,-241.2,794.01,67.014,3.701,-13.97,177.848,-2.953,-1.257,4.168,-0,-0,0,17.01,-13.778,-23.478,-69.157,-0.284,0.317,0.37,8.706,9.258,-22.638,-0.332,0.06,0.358,-5.236,-0.652,-3.335,-0.384,0.075,0.349,6.236,6.832,-5.631
0.132 sec,-240.311,788.606,67.542,3.663,-14.148,176.688,-2.982,-1.263,4.159,-0,-0,0,16.987,-13.845,-24.833,-68.564,-0.284,0.317,0.37,8.75,9.283,-22.683,-0.332,0.06,0.358,-5.256,-0.646,-3.388,-0.384,0.075,0.349,6.28,6.863,-5.699
0.133 sec,-239.446,783.341,68.032,3.626,-14.315,175.555,-3.012,-1.267,4.149,-0,-0,0,16.963,-13.91,-26.08,-67.915,-0.284,0.318,0.37,8.792,9.307,-22.727,-0.332,0.06,0.358,-5.275,-0.639,-3.439,-0.384,0.075,0.349,6.323,6.893,-5.765
0.134 sec,-238.493,777.534,68.576,3.587,-14.499,174.305,-3.044,-1.272,4.138,-0,-0,0,16.935,-13.981,-27.373,-67.115,-0.284,0.318,0.37,8.838,9.334,-22.774,-0.331,0.061,0.358,-5.295,-0.631,-3.495,-0.384,0.076,0.349,6.371,6.926,-5.839
0.135 sec,-237.531,771.669,69.078,3.548,-14.674,173.04,-3.077,-1.277,4.126,-0,-0,0,16.905,-14.052,-28.598,-66.223,-0.283,0.318,0.37,8.885,9.361,-22.82,-0.331,0.061,0.358,-5.314,-0.623,-3.552,-0.384,0.076,0.349,6.42,6.96,-5.913
0.136 sec,-236.659,766.365,69.541,3.515,-14.834,171.894,-3.107,-1.281,4.114,-0,-0,0,16.876,-14.116,-29.632,-65.338,-0.283,0.318,0.37,8.928,9.386,-22.86,-0.331,0.061,0.358,-5.331,-0.614,-3.604,-0.384,0.076,0.349,6.464,6.991,-5.98
0.137 sec,-235.775,761,69.969,3.482,-14.985,170.734,-3.137,-1.285,4.102,-0,-0,0,16.847,-14.18,-30.608,-64.373,-0.283,0.318,0.37,8.971,9.411,-22.9,-0.331,0.061,0.358,-5.348,-0.605,-3.657,-0.384,0.076,0.349,6.509,7.022,-6.049
0.138 sec,-234.881,755.602,70.392,3.451,-15.135,169.566,-3.167,-1.289,4.09,-0,-0,0,16.816,-14.244,-31.52,-63.327,-0.283,0.318,0.37,9.015,9.436,-22.94,-0.331,0.061,0.358,-5.364,-0.595,-3.711,-0.384,0.076,0.349,6.555,7.054,-6.118
0.139 sec,-233.996,750.281,70.815,3.421,-15.285,168.413,-3.197,-1.292,4.077,-0,-0,0,16.784,-14.306,-32.349,-62.223,-0.282,0.318,0.37,9.058,9.46,-22.978,-0.331,0.061,0.358,-5.379,-0.585,-3.764,-0.384,0.076,0.349,6.6,7.085,-6.186
0.14 sec,-233.101,744.923,71.188,3.393,-15.422,167.252,-3.228,-1.296,4.064,-0,-0,0,16.751,-14.368,-33.113,-61.042,-0.282,0.318,0.371,9.102,9.486,-23.016,-0.331,0.061,0.358,-5.394,-0.574,-3.817,-0.383,0.077,0.349,6.646,7.117,-6.255
0.141 sec,-232.209,739.622,71.564,3.367,-15.559,166.101,-3.258,-1.299,4.051,-0,-0,0,16.717,-14.429,-33.799,-59.8,-0.282,0.318,0.371,9.145,9.511,-23.052,-0.331,0.062,0.358,-5.407,-0.562,-3.87,-0.383,0.077,0.349,6.692,7.149,-6.324
0.142 sec,-231.314,734.336,71.944,3.342,-15.696,164.953,-3.288,-1.302,4.037,-0,-0,0,16.682,-14.49,-34.41,-58.492,-0.282,0.318,0.371,9.189,9.536,-23.088,-0.331,0.062,0.358,-5.42,-0.549,-3.923,-0.383,0.077,0.349,6.739,7.181,-6.393
0.143 sec,-230.417,729.073,72.289,3.318,-15.825,163.809,-3.318,-1.304,4.023,-0,-0,0,16.647,-14.548,-34.945,-57.12,-0.281,0.319,0.371,9.233,9.561,-23.122,-0.331,0.062,0.358,-5.431,-0.536,-3.976,-0.383,0.077,0.349,6.785,7.214,-6.461
0.144 sec,-231.084,724.454,72.471,3.304,-15.9,162.773,-3.346,-1.307,4.01,-0,-0,0,16.612,-14.604,-35.392,-55.798,-0.281,0.319,0.371,9.274,9.585,-23.155,-0.331,0.062,0.358,-5.441,-0.522,-4.027,-0.383,0.077,0.349,6.83,7.244,-6.526
0.145 sec,-234.5,721.087,72.703,3.298,-15.951,161.951,-3.374,-1.309,3.996,-0,-0,0,16.577,-14.658,-35.656,-54.624,-0.281,0.319,0.371,9.316,9.609,-23.186,-0.331,0.062,0.358,-5.45,-0.508,-4.077,-0.383,0.078,0.349,6.874,7.275,-6.591
0.146 sec,-234.199,716.342,73.096,3.28,-16.064,160.894,-3.402,-1.311,3.982,-0,-0,0,16.541,-14.713,-35.69,-53.297,-0.281,0.319,0.371,9.359,9.633,-23.217,-0.331,0.062,0.358,-5.458,-0.493,-4.128,-0.383,0.078,0.349,6.921,7.307,-6.657
0.147 sec,-233.684,711.921,73.462,3.263,-16.17,159.913,-3.428,-1.312,3.968,-0,-0,0,16.507,-14.763,-35.633,-52.011,-0.281,0.319,0.371,9.399,9.656,-23.245,-0.33,0.062,0.358,-5.465,-0.479,-4.174,-0.383,0.078,0.349,6.963,7.336,-6.717
0.148 sec,-233.164,707.454,73.817,3.248,-16.275,158.921,-3.455,-1.314,3.955,-0,-0,0,16.472,-14.813,-35.494,-50.629,-0.28,0.319,0.371,9.44,9.679,-23.272,-0.33,0.062,0.358,-5.471,-0.464,-4.221,-0.383,0.078,0.349,7.008,7.367,-6.778
0.149 sec,-232.629,702.873,74.189,3.232,-16.386,157.898,-3.482,-1.316,3.94,-0,-0,0,16.436,-14.865,-35.259,-49.11,-0.28,0.319,0.372,9.484,9.704,-23.3,-0.33,0.063,0.358,-5.475,-0.447,-4.27,-0.383,0.078,0.349,7.055,7.398,-6.842
0.15 sec,-232.379,700.823,74.315,3.226,-16.426,157.44,-3.495,-1.316,3.934,-0,-0,0,16.419,-14.889,-35.128,-48.408,-0.28,0.319,0.372,9.503,9.715,-23.313,-0.33,0.063,0.358,-5.477,-0.44,-4.291,-0.383,0.078,0.349,7.076,7.413,-6.87
