time,Fx,Fy,Fz,Mx,My,Mz,ankle_bushing_r_MX,ankle_bushing_r_MY,ankle_bushing_r_MZ,brace_bushing_r_MX,brace_bushing_r_MY,brace_bushing_r_MZ,ankle_angle_r_q,subtalar_angle_r_q,ankle_angle_r_u,subtalar_angle_r_u,tibia_r_X,tibia_r_Y,tibia_r_Z,tibia_r_Ox,tibia_r_Oy,tibia_r_Oz,calcn_r_X,calcn_r_Y,calcn_r_Z,calcn_r_Ox,calcn_r_Oy,calcn_r_Oz,talus_r_X,talus_r_Y,talus_r_Z,talus_r_Ox,talus_r_Oy,talus_r_Oz
0.107 sec,-285.519,1029.368,102.467,28.95,-6.562,234.009,4.067,0.577,3.032,11.983,3.072,6.838,20.334,29.777,4.203,-59.694,-0.3,0.304,0.43,7.327,-9.477,-19.102,-0.331,0.045,0.382,28.236,5.336,-1.851,-0.385,0.059,0.384,4.605,-12.604,0.294
0.108 sec,-285.137,1020.22,102.564,28.566,-6.734,232.214,4.039,0.556,3.038,11.892,3.007,6.852,20.336,29.718,-0.619,-59.274,-0.299,0.304,0.43,7.383,-9.484,-19.184,-0.331,0.045,0.382,28.265,5.268,-1.911,-0.385,0.06,0.384,4.657,-12.608,0.213
0.109 sec,-284.727,1010.289,102.299,28.16,-6.838,230.229,4.012,0.534,3.043,11.805,2.942,6.861,20.333,29.659,-5.386,-58.762,-0.299,0.304,0.431,7.441,-9.492,-19.267,-0.331,0.045,0.382,28.296,5.197,-1.976,-0.385,0.06,0.384,4.71,-12.611,0.127
0.11 sec,-284.193,999.115,101.592,27.716,-6.866,227.953,3.987,0.512,3.045,11.72,2.874,6.866,20.325,29.597,-10.134,-58.179,-0.299,0.304,0.431,7.502,-9.5,-19.352,-0.331,0.046,0.382,28.33,5.122,-2.047,-0.384,0.06,0.384,4.767,-12.613,0.033
0.111 sec,-283.66,988.507,100.659,27.302,-6.838,225.773,3.964,0.492,3.046,11.645,2.812,6.867,20.313,29.539,-14.392,-57.613,-0.298,0.304,0.431,7.559,-9.508,-19.43,-0.331,0.046,0.382,28.365,5.052,-2.117,-0.384,0.06,0.384,4.821,-12.615,-0.058
0.112 sec,-283.06,977.551,99.476,26.882,-6.758,223.494,3.943,0.472,3.045,11.574,2.749,6.863,20.296,29.48,-18.554,-57.05,-0.298,0.304,0.431,7.617,-9.516,-19.509,-0.331,0.046,0.382,28.402,4.979,-2.192,-0.384,0.061,0.384,4.877,-12.617,-0.155
0.113 sec,-282.427,966.795,98.121,26.474,-6.635,221.239,3.923,0.453,3.043,11.509,2.689,6.855,20.275,29.423,-22.417,-56.54,-0.297,0.305,0.432,7.675,-9.524,-19.585,-0.331,0.046,0.382,28.439,4.907,-2.268,-0.384,0.061,0.384,4.933,-12.618,-0.252
0.114 sec,-281.788,956.691,96.735,26.097,-6.49,219.101,3.907,0.435,3.039,11.453,2.633,6.844,20.252,29.37,-25.842,-56.119,-0.297,0.305,0.432,7.729,-9.532,-19.655,-0.33,0.046,0.382,28.476,4.84,-2.34,-0.384,0.061,0.384,4.986,-12.619,-0.344
0.115 sec,-281.056,945.868,95.058,25.7,-6.293,216.799,3.89,0.417,3.034,11.397,2.574,6.829,20.224,29.313,-29.299,-55.749,-0.296,0.305,0.432,7.788,-9.541,-19.728,-0.33,0.046,0.382,28.517,4.767,-2.42,-0.384,0.062,0.384,5.043,-12.62,-0.446
0.116 sec,-280.273,934.781,93.213,25.301,-6.062,214.428,3.874,0.399,3.027,11.343,2.515,6.81,20.192,29.256,-32.623,-55.469,-0.296,0.305,0.433,7.847,-9.551,-19.802,-0.33,0.047,0.382,28.56,4.693,-2.504,-0.384,0.062,0.384,5.102,-12.62,-0.551
0.117 sec,-279.533,924.642,91.427,24.943,-5.829,212.251,3.861,0.382,3.019,11.297,2.462,6.79,20.16,29.203,-35.471,-55.318,-0.296,0.305,0.433,7.902,-9.56,-19.868,-0.33,0.047,0.382,28.6,4.624,-2.582,-0.384,0.062,0.384,5.157,-12.621,-0.649
0.118 sec,-278.699,913.721,89.423,24.564,-5.558,209.895,3.847,0.364,3.01,11.25,2.404,6.766,20.122,29.146,-38.336,-55.277,-0.295,0.305,0.433,7.962,-9.571,-19.938,-0.33,0.047,0.382,28.645,4.55,-2.668,-0.384,0.062,0.384,5.217,-12.621,-0.757
0.119 sec,-277.834,902.775,87.379,24.191,-5.278,207.524,3.834,0.347,3,11.206,2.347,6.738,20.08,29.088,-41.001,-55.366,-0.295,0.305,0.433,8.023,-9.581,-20.007,-0.33,0.047,0.382,28.691,4.474,-2.755,-0.384,0.063,0.384,5.278,-12.622,-0.866
0.12 sec,-276.969,892.436,85.362,23.846,-4.993,205.275,3.823,0.331,2.989,11.166,2.294,6.71,20.038,29.034,-43.324,-55.587,-0.294,0.305,0.434,8.081,-9.592,-20.071,-0.33,0.047,0.382,28.735,4.402,-2.839,-0.383,0.063,0.384,5.337,-12.622,-0.971
0.121 sec,-276.053,881.968,83.293,23.502,-4.699,202.989,3.812,0.315,2.977,11.126,2.24,6.68,19.994,28.977,-45.485,-55.945,-0.294,0.306,0.434,8.14,-9.603,-20.135,-0.33,0.048,0.382,28.78,4.328,-2.926,-0.383,0.063,0.384,5.398,-12.622,-1.079
0.122 sec,-275.124,871.768,81.226,23.169,-4.401,200.753,3.801,0.299,2.965,11.089,2.187,6.648,19.947,28.921,-47.407,-56.438,-0.294,0.306,0.434,8.199,-9.615,-20.196,-0.33,0.048,0.382,28.826,4.255,-3.011,-0.383,0.064,0.384,5.458,-12.623,-1.186
0.123 sec,-274.132,861.462,79.083,22.831,-4.084,198.481,3.79,0.283,2.952,11.051,2.133,6.614,19.898,28.863,-49.164,-57.094,-0.293,0.306,0.435,8.259,-9.626,-20.257,-0.33,0.048,0.382,28.872,4.18,-3.099,-0.383,0.064,0.384,5.521,-12.624,-1.295
0.124 sec,-273.196,852.052,77.136,22.525,-3.793,196.396,3.781,0.268,2.94,11.017,2.084,6.581,19.851,28.809,-50.599,-57.837,-0.293,0.306,0.435,8.316,-9.638,-20.313,-0.33,0.048,0.382,28.915,4.109,-3.18,-0.383,0.064,0.384,5.58,-12.624,-1.397
0.125 sec,-272.137,842.076,75.062,22.203,-3.481,194.172,3.77,0.252,2.926,10.979,2.03,6.545,19.798,28.749,-51.953,-58.775,-0.293,0.306,0.435,8.377,-9.65,-20.371,-0.33,0.048,0.383,28.961,4.033,-3.267,-0.383,0.065,0.384,5.644,-12.625,-1.506
0.126 sec,-271.079,832.604,73.131,21.897,-3.193,192.052,3.76,0.237,2.912,10.943,1.979,6.509,19.747,28.691,-53.072,-59.807,-0.292,0.306,0.436,8.437,-9.663,-20.425,-0.329,0.049,0.383,29.005,3.959,-3.351,-0.383,0.065,0.384,5.706,-12.626,-1.611
0.127 sec,-269.997,823.37,71.236,21.601,-2.908,189.975,3.75,0.222,2.898,10.906,1.928,6.473,19.694,28.632,-54.016,-60.952,-0.292,0.307,0.436,8.496,-9.675,-20.478,-0.329,0.049,0.383,29.048,3.885,-3.433,-0.383,0.065,0.384,5.769,-12.627,-1.715
0.128 sec,-268.891,814.204,69.412,21.309,-2.64,187.906,3.739,0.207,2.884,10.867,1.877,6.436,19.641,28.571,-54.803,-62.218,-0.292,0.307,0.436,8.557,-9.688,-20.53,-0.329,0.049,0.383,29.09,3.81,-3.516,-0.383,0.066,0.384,5.833,-12.628,-1.819
0.129 sec,-267.763,805.222,67.695,21.026,-2.39,185.866,3.728,0.192,2.869,10.828,1.826,6.399,19.586,28.509,-55.426,-63.585,-0.291,0.307,0.437,8.618,-9.7,-20.581,-0.329,0.049,0.383,29.133,3.735,-3.598,-0.382,0.066,0.384,5.897,-12.629,-1.923
0.13 sec,-266.515,795.891,65.922,20.735,-2.136,183.741,3.715,0.176,2.854,10.784,1.771,6.359,19.528,28.442,-55.913,-65.126,-0.291,0.307,0.437,8.683,-9.714,-20.633,-0.329,0.049,0.383,29.176,3.655,-3.683,-0.382,0.066,0.384,5.966,-12.63,-2.032
0.131 sec,-265.275,786.941,64.273,20.458,-1.909,181.699,3.703,0.16,2.839,10.739,1.718,6.321,19.471,28.375,-56.242,-66.707,-0.291,0.307,0.437,8.747,-9.727,-20.682,-0.329,0.05,0.383,29.217,3.576,-3.765,-0.382,0.066,0.384,6.034,-12.631,-2.136
0.132 sec,-264.113,778.853,62.815,20.208,-1.715,179.85,3.69,0.146,2.826,10.695,1.669,6.285,19.418,28.311,-56.417,-68.227,-0.29,0.307,0.437,8.807,-9.74,-20.726,-0.329,0.05,0.383,29.254,3.504,-3.84,-0.382,0.067,0.384,6.097,-12.633,-2.232
0.133 sec,-262.877,770.608,61.381,19.953,-1.534,177.963,3.677,0.131,2.812,10.647,1.618,6.249,19.362,28.243,-56.484,-69.867,-0.29,0.308,0.438,8.87,-9.752,-20.771,-0.329,0.05,0.383,29.291,3.427,-3.916,-0.382,0.067,0.384,6.164,-12.634,-2.331
0.134 sec,-261.656,762.842,60.08,19.712,-1.382,176.184,3.663,0.116,2.798,10.598,1.567,6.213,19.308,28.175,-56.45,-71.506,-0.29,0.308,0.438,8.932,-9.765,-20.814,-0.329,0.05,0.383,29.327,3.352,-3.99,-0.382,0.067,0.384,6.23,-12.635,-2.426
0.135 sec,-260.333,754.732,58.858,19.46,-1.26,174.321,3.647,0.1,2.784,10.542,1.512,6.175,19.249,28.099,-56.309,-73.311,-0.289,0.308,0.438,9,-9.778,-20.859,-0.329,0.051,0.383,29.364,3.27,-4.069,-0.382,0.068,0.384,6.302,-12.636,-2.529
0.136 sec,-258.973,746.918,57.783,19.216,-1.174,172.524,3.63,0.084,2.769,10.482,1.457,6.137,19.189,28.021,-56.075,-75.136,-0.289,0.308,0.439,9.069,-9.791,-20.902,-0.329,0.051,0.383,29.4,3.187,-4.147,-0.382,0.068,0.384,6.376,-12.637,-2.63
0.137 sec,-257.708,740.068,56.874,19.001,-1.115,170.949,3.613,0.069,2.756,10.424,1.405,6.102,19.135,27.947,-55.794,-76.813,-0.289,0.308,0.439,9.133,-9.803,-20.942,-0.329,0.051,0.383,29.431,3.111,-4.217,-0.381,0.068,0.384,6.444,-12.638,-2.723
0.138 sec,-256.419,733.392,56.143,18.788,-1.101,169.413,3.596,0.053,2.743,10.363,1.353,6.067,19.079,27.869,-55.457,-78.493,-0.289,0.308,0.439,9.199,-9.815,-20.98,-0.328,0.051,0.383,29.462,3.033,-4.287,-0.381,0.069,0.384,6.515,-12.639,-2.815
0.139 sec,-255.137,727.166,55.52,18.584,-1.11,167.979,3.577,0.038,2.731,10.299,1.301,6.034,19.025,27.791,-55.081,-80.126,-0.288,0.308,0.44,9.265,-9.826,-21.017,-0.328,0.051,0.383,29.491,2.956,-4.355,-0.381,0.069,0.384,6.584,-12.639,-2.904
0.14 sec,-253.828,721.108,55.13,18.377,-1.176,166.581,3.558,0.023,2.718,10.232,1.249,6,18.97,27.711,-54.666,-81.728,-0.288,0.309,0.44,9.332,-9.837,-21.053,-0.328,0.051,0.383,29.519,2.879,-4.422,-0.381,0.069,0.384,6.656,-12.639,-2.994
0.141 sec,-252.548,715.518,54.945,18.18,-1.288,165.291,3.539,0.008,2.706,10.165,1.198,5.968,18.917,27.63,-54.249,-83.213,-0.288,0.309,0.44,9.397,-9.847,-21.087,-0.328,0.052,0.383,29.545,2.803,-4.486,-0.381,0.069,0.384,6.726,-12.639,-3.079
0.142 sec,-251.26,710.19,55.073,17.981,-1.474,164.055,3.518,-0.007,2.694,10.095,1.147,5.937,18.865,27.549,-53.822,-84.589,-0.288,0.309,0.44,9.463,-9.857,-21.12,-0.328,0.052,0.383,29.569,2.728,-4.549,-0.381,0.07,0.384,6.796,-12.638,-3.163
0.143 sec,-249.93,704.947,55.45,17.778,-1.726,162.838,3.497,-0.023,2.683,10.021,1.095,5.905,18.811,27.463,-53.392,-85.858,-0.287,0.309,0.441,9.532,-9.866,-21.153,-0.328,0.052,0.383,29.593,2.65,-4.612,-0.381,0.07,0.384,6.87,-12.637,-3.248
0.144 sec,-248.657,700.095,56.125,17.581,-2.046,161.71,3.476,-0.037,2.671,9.947,1.044,5.874,18.759,27.379,-52.997,-86.898,-0.287,0.309,0.441,9.598,-9.875,-21.184,-0.328,0.052,0.383,29.615,2.576,-4.672,-0.381,0.07,0.384,6.941,-12.635,-3.329
0.145 sec,-247.301,694.89,57.143,17.36,-2.469,160.497,3.451,-0.054,2.659,9.864,0.989,5.841,18.701,27.284,-52.585,-87.812,-0.287,0.309,0.441,9.673,-9.883,-21.217,-0.328,0.052,0.383,29.638,2.494,-4.737,-0.381,0.07,0.384,7.02,-12.633,-3.417
0.146 sec,-250.357,691.43,59.148,17.171,-3.007,159.612,3.429,-0.069,2.648,9.785,0.938,5.81,18.649,27.195,-52.192,-88.12,-0.287,0.309,0.442,9.742,-9.891,-21.246,-0.328,0.053,0.383,29.658,2.419,-4.797,-0.381,0.071,0.384,7.094,-12.63,-3.497
0.147 sec,-250.743,687.595,60.969,16.971,-3.596,158.665,3.406,-0.084,2.637,9.706,0.887,5.779,18.595,27.105,-51.619,-88.011,-0.286,0.31,0.442,9.813,-9.897,-21.274,-0.328,0.053,0.383,29.678,2.345,-4.856,-0.38,0.071,0.384,7.169,-12.626,-3.577
0.148 sec,-249.899,683.757,62.414,16.781,-4.131,157.735,3.384,-0.098,2.626,9.631,0.84,5.75,18.546,27.02,-51.056,-87.66,-0.286,0.31,0.442,9.879,-9.902,-21.299,-0.328,0.053,0.383,29.697,2.276,-4.911,-0.38,0.071,0.384,7.24,-12.622,-3.65
0.149 sec,-249.018,679.983,64.06,16.588,-4.724,156.818,3.362,-0.111,2.616,9.555,0.794,5.722,18.496,26.934,-50.521,-87.014,-0.286,0.31,0.442,9.946,-9.906,-21.324,-0.328,0.053,0.383,29.715,2.208,-4.965,-0.38,0.071,0.384,7.312,-12.616,-3.722
0.15 sec,-248.571,678.081,64.932,16.489,-5.038,156.354,3.351,-0.119,2.61,9.516,0.77,5.707,18.47,26.89,-50.254,-86.569,-0.286,0.31,0.443,9.981,-9.908,-21.336,-0.328,0.053,0.383,29.725,2.173,-4.993,-0.38,0.072,0.384,7.35,-12.613,-3.759
